key,0s,1s,2s,3s,4s,6s,outs,balls
"0, 2",1,6,2,1,4,2,0,16
"2, 4",3,3,1,0,1,0,1,8
"2, 2",6,1,0,0,1,0,1,8
"2, 4",7,5,2,0,0,1,0,15
"0, 4",3,1,0,0,0,0,0,4
"0, 4",0,3,0,0,1,0,0,4
"2, 3",0,1,0,0,1,0,0,2
"2, 3",4,7,0,0,1,0,1,12
"2, 4",8,13,2,0,2,1,1,26
"0, 2",3,5,2,0,0,0,2,10
"0, 3",0,2,0,0,0,0,0,2
"2, 4",6,14,4,0,3,6,1,33
"0, 4",1,0,0,0,0,0,0,1
"1, 4",19,6,0,0,4,1,1,30
"3, 3",0,2,0,0,0,0,0,2
"0, 3",2,3,2,0,2,0,0,9
"2, 4",0,3,0,0,0,2,0,5
"2, 2",14,19,2,1,2,0,0,38
"2, 3",2,1,0,0,1,0,1,4
"2, 3",0,2,0,0,0,1,0,3
"0, TS Mills",1,1,0,0,0,0,0,2
"3, 4",0,4,0,0,0,0,0,4
"1, 4",6,3,2,0,0,1,0,12
"0, 3",6,1,1,0,0,0,1,8
"2, 4",5,0,0,0,1,0,0,6
"0, 2",1,2,0,0,0,0,0,3
"2, 3",2,1,0,0,0,0,0,3
"J Theron, 2",0,1,0,0,0,0,0,1
"2, 3",0,1,0,0,1,0,0,2
"2, 3",1,2,0,0,1,0,0,4
"0, 4",7,7,0,0,1,0,2,15
"2, 4",6,1,0,0,1,0,0,8
"0, 4",0,3,0,0,0,0,0,3
"0, 3",2,1,0,0,0,0,1,3
"2, 4",2,1,0,0,1,0,0,4
"2, 4",8,8,1,0,1,0,2,18
"2, 4",6,7,0,0,2,1,0,16
"0, 4",1,0,0,0,0,0,1,1
"2, 3",1,3,1,0,1,0,0,6
"2, 2",20,10,1,0,5,3,2,39
"2, 2",0,2,0,0,1,0,0,3
"2, 3",6,5,0,0,0,0,0,11
"2, 4",25,7,1,0,11,1,0,45
"0, 3",2,1,1,0,0,0,1,4
"2, 2",4,0,0,0,1,0,0,5
"1, 4",3,6,0,0,1,0,0,10
"1, 4",4,6,1,0,1,0,0,12
"0, 2",2,4,1,0,2,0,1,9
"1, 2",13,10,1,0,0,1,0,25
"0, 3",1,0,0,0,0,0,0,1
"2, 2",1,4,2,0,0,0,0,7
"2, 2",12,4,0,2,1,0,0,19
"2, 4",3,3,1,0,0,0,1,7
"2, 4",1,1,0,0,0,0,0,2
"0, 2",1,0,0,0,0,0,1,1
"2, 4",6,5,0,0,2,0,1,13
"0, 4",0,1,0,0,0,0,0,1
"3, 4",3,2,0,0,0,0,1,5
"2, 2",15,4,2,0,0,1,1,22
"2, 4",5,7,3,0,5,0,0,20
"2, 3",0,2,0,0,0,0,0,2
"0, 3",3,1,2,0,1,1,0,8
"2, 3",5,3,0,0,0,0,1,8
"2, 4",3,6,1,0,1,1,1,12
"2, 2",3,1,0,0,2,0,0,6
"0, 4",1,2,0,0,0,0,1,3
"2, 2",1,2,0,0,0,0,0,3
"1, 3",12,8,1,0,3,0,0,24
"0, 4",4,0,1,0,1,0,0,6
"2, 2",1,1,0,0,0,0,0,2
"2, 3",1,0,0,0,0,0,1,1
"3, 4",4,2,0,0,0,0,0,6
"1, 2",2,2,0,0,0,0,0,4
"0, K Rabada",8,2,0,1,0,1,0,12
"0, 3",1,6,1,0,0,1,0,9
"0, 2",10,9,1,0,3,0,1,23
"0, 2",7,3,2,0,2,1,1,15
"0, 4",2,1,1,0,0,0,0,4
"3, 2",2,0,0,0,0,0,0,2
"0, 3",2,3,0,0,0,0,0,5
"0, 4",0,0,1,0,0,0,0,1
"2, 2",0,1,1,0,0,0,0,3
"1, 2",1,0,0,0,0,0,1,1
"2, 3",5,12,2,0,0,1,0,20
"2, 2",9,14,0,0,3,0,0,26
"2, 3",5,2,0,0,2,0,0,9
"0, 3",2,2,0,0,0,0,0,4
"0, 2",13,0,1,0,3,0,0,17
"2, 3",1,2,0,0,0,1,0,4
"1, 3",2,1,2,0,2,1,0,8
"2, 4",3,5,2,0,1,0,1,11
"0, 4",3,0,1,0,0,0,1,4
"1, 2",2,2,1,0,0,0,0,5
"0, 2",11,21,2,0,1,0,2,35
"1, 3",5,3,1,1,1,1,0,12
"0, 4",1,3,0,0,0,0,0,4
"3, 4",1,1,0,0,0,0,0,2
"2, 3",1,7,0,0,0,0,1,8
"2, 3",1,3,0,0,0,0,0,4
"2, 4",2,1,0,0,0,0,0,3
"0, 4",0,1,1,0,1,0,0,3
"0, 3",2,1,0,0,1,0,0,4
"2, 2",4,0,0,0,0,0,1,4
"0, 2",7,9,0,0,1,1,2,18
"2, 3",15,8,3,0,5,3,2,34
"3, 2",4,1,0,0,0,0,1,5
"0, 1",0,2,0,0,0,0,0,2
"3, 4",2,2,1,0,0,1,1,6
"2, 2",0,1,0,0,0,0,0,1
"0, 2",4,2,0,0,2,0,0,8
"0, 2",3,2,0,0,0,2,0,7
"0, 3",1,5,0,0,0,0,0,6
"0, 4",5,3,1,0,6,1,0,16
"1, 2",23,14,1,1,1,1,3,41
"0, 4",1,1,1,0,0,0,0,3
"2, 2",6,4,1,0,0,0,1,11
"2, 2",6,1,1,0,0,1,0,9
"0, 2",0,1,1,0,0,0,0,2
"1, 4",3,1,0,0,2,2,0,8
"3, 2",1,0,0,0,0,0,1,1
"0, 3",6,3,0,0,0,0,0,9
"2, 2",13,11,1,1,2,0,1,28
"2, 4",0,3,0,0,0,0,0,3
"2, 4",7,0,2,0,0,0,0,9
"0, 2",7,0,1,1,1,1,0,11
"2, 3",3,4,0,0,0,1,1,8
"2, 3",0,2,0,0,2,0,0,4
"2, 4",2,4,0,0,0,0,0,6
"0, 2",2,3,0,0,0,0,1,5
"2, 4",0,2,0,0,1,0,0,3
"0, 2",1,1,0,0,0,0,1,2
"2, 2",1,3,0,0,1,0,0,5
"2, 4",1,0,0,0,0,0,1,1
"0, 4",1,2,0,0,0,1,0,4
"3, 4",0,2,0,0,0,0,0,2
"2, 3",2,4,2,0,0,0,1,8
"2, 2",3,1,0,0,1,1,0,6
"2, 4",1,5,0,0,2,0,1,8
"C de Grandhomme, 4",1,0,0,0,0,0,0,1
"3, 2",1,1,0,0,0,0,0,2
"3, 2",0,2,0,0,0,0,0,2
"3, 4",5,1,0,0,0,0,1,6
"2, 2",1,2,0,0,0,0,0,3
"0, 2",1,3,0,0,1,0,1,5
"0, 2",4,3,0,0,0,0,0,7
"0, 4",2,0,0,0,0,0,1,2
"2, 4",6,5,0,0,1,0,1,12
"2, 2",3,3,1,0,1,1,0,9
"2, 2",6,1,0,0,0,0,1,7
"3, 2",3,4,1,0,1,0,1,9
"2, 4",10,5,0,0,2,0,0,17
"2, 4",3,4,1,0,2,0,0,10
"2, 4",3,2,0,0,2,0,0,7
"0, 2",7,0,1,0,0,1,1,9
"2, 3",1,0,0,0,0,1,0,2
"2, 4",2,2,0,0,2,1,0,7
"2, 4",3,2,1,0,1,0,0,7
"0, 2",3,2,1,0,1,1,0,8
"2, 4",2,0,0,0,1,2,0,5
"2, J Theron",2,2,0,0,0,1,1,5
"2, 3",2,1,0,0,0,0,0,3
"2, 3",1,1,0,0,3,0,0,5
"2, 4",3,2,0,0,3,1,0,9
"0, 2",0,1,0,0,0,0,0,1
"2, 3",5,3,0,0,2,1,0,11
"1, 4",13,7,3,0,4,2,1,29
"0, 4",3,3,0,0,1,2,0,9
"0, 2",3,7,1,0,0,0,1,11
"2, 4",0,1,0,0,0,0,0,1
"0, 4",2,2,0,0,0,0,0,4
"0, 3",0,2,1,0,0,0,0,3
"0, 3",1,0,0,0,0,0,0,1
"0, 3",2,0,0,0,0,0,0,2
"2, Basil Thampi",0,1,0,0,0,0,0,1
"2, 4",4,1,0,0,1,0,1,6
"2, 3",1,3,2,0,0,0,0,6
"RD Chahar, 4",0,1,1,0,0,0,0,2
"0, 4",1,1,1,0,0,0,0,3
"K Rabada, 4",3,0,0,0,0,0,1,3
"2, 3",1,1,0,0,0,0,0,2
"2, 2",7,3,1,0,2,0,0,13
"2, 3",4,6,2,0,1,0,1,13
"2, 4",1,1,0,0,1,0,1,3
"2, 3",1,1,0,0,0,0,1,2
"2, 4",6,4,1,0,1,0,2,12
"2, 2",2,0,0,0,0,0,1,2
"2, 3",1,3,2,0,1,0,0,7
"0, 4",0,1,0,0,0,0,0,1
"0, 4",6,2,0,0,1,0,1,9
"2, 2",2,5,1,0,2,0,1,10
"0, 4",1,2,0,0,0,0,0,3
"2, 2",1,2,1,0,0,0,0,4
"3, 2",1,2,0,0,0,0,0,3
"1, 4",1,2,0,0,0,0,0,3
"2, 3",4,0,0,0,1,0,0,5
"2, 4",0,2,0,0,0,0,0,2
"2, 4",1,0,0,0,0,0,1,1
"0, 4",2,4,1,0,0,0,2,7
"2, 3",2,2,0,0,1,0,0,5
"2, 3",3,0,0,0,0,0,1,3
"0, 3",3,2,1,0,0,1,1,7
"1, 4",5,5,0,0,1,0,0,11
"2, 3",6,5,0,0,1,0,1,12
"3, 2",1,2,0,0,0,0,1,3
"0, 2",4,1,0,0,1,0,1,6
"0, 2",7,2,0,0,1,0,1,10
"0, 2",2,3,0,0,2,1,0,8
"3, 4",1,2,1,0,1,0,0,5
"2, 4",3,1,0,0,0,0,0,4
"2, 4",1,0,0,0,0,0,1,1
"1, 3",1,2,0,0,2,1,0,6
"2, 3",4,5,1,0,4,1,0,15
"2, 4",0,0,0,0,0,1,0,1
"0, 3",0,3,0,0,0,0,0,3
"0, 2",3,2,0,0,1,0,1,6
"2, 4",3,6,1,0,0,0,0,10
"2, 4",14,14,4,0,1,4,2,37
"2, 2",2,0,0,0,0,0,0,2
"0, 4",3,1,0,0,0,0,0,4
"AN Ahmed, 2",0,1,0,0,1,0,0,2
"3, 4",1,2,0,0,1,0,0,4
"2, 3",1,5,0,0,1,0,0,7
"0, 4",5,1,0,0,1,0,0,7
"1, 4",0,3,0,0,0,0,0,3
"2, 4",8,0,0,0,2,0,1,10
"2, 2",2,1,0,0,0,0,0,3
"2, 3",2,1,0,0,2,1,0,6
"0, 2",2,1,0,0,0,0,0,3
"3, AN Ahmed",0,2,0,0,0,0,0,2
"0, 2",0,1,0,0,1,0,0,2
"1, 4",3,2,0,0,0,0,0,5
"0, 3",0,2,1,0,0,1,0,4
"2, 2",1,3,3,0,2,0,0,9
"2, 4",4,9,0,0,1,2,0,16
"0, 4",0,2,0,0,1,0,0,3
"0, 3",1,0,0,0,0,0,0,1
"1, 4",17,7,1,0,5,2,0,32
"1, 4",1,0,0,0,1,0,1,2
"2, 4",1,2,0,0,0,0,1,3
"0, 4",4,2,1,0,1,0,2,8
"1, 4",21,12,4,0,3,3,2,43
"1, 4",9,15,0,0,4,1,0,29
"2, 3",2,4,1,0,0,0,0,7
"0, 4",0,1,0,0,0,0,0,1
"0, 3",1,6,2,0,0,0,0,9
"2, 2",13,17,3,0,7,4,2,44
"2, 4",5,6,1,0,0,0,0,12
"0, 3",2,2,0,0,2,2,1,8
"2, 2",5,17,2,0,0,2,1,26
"0, 2",6,5,0,0,2,0,0,13
"2, 3",0,1,0,0,0,0,0,1
"0, 3",0,1,0,0,1,0,0,2
"1, 4",4,8,1,0,1,0,1,14
"0, 2",1,5,0,0,0,0,0,6
"2, 2",3,1,0,0,1,0,0,5
"1, 4",0,1,0,0,1,0,0,2
"0, 4",2,7,0,0,0,0,0,9
"2, 3",0,1,0,0,0,0,0,1
"2, 4",1,0,0,0,0,0,1,1
"2, 3",0,1,0,0,0,0,0,1
"0, 2",5,1,1,0,1,0,2,8
"0, 4",0,0,0,0,1,0,0,1
"0, 2",2,3,1,0,2,1,0,9
"2, 3",7,3,0,0,0,1,0,11
"0, 3",6,7,0,0,3,0,1,16
"0, 4",0,1,0,0,0,0,0,1
"0, 4",0,1,0,0,0,0,0,1
"2, 4",1,1,0,0,2,0,0,4
"2, 4",4,3,0,0,1,0,0,8
"0, 4",2,2,0,0,1,0,0,5
"2, 3",1,1,0,0,0,0,1,2
"0, 3",1,4,1,0,0,0,0,6
"2, 4",2,2,0,0,0,0,0,4
"1, 4",6,6,0,0,5,2,1,19
"1, 4",2,1,0,0,0,0,0,3
"2, 2",6,11,1,0,4,0,0,22
"0, 4",2,0,0,0,0,0,0,2
"1, 3",2,1,0,0,0,0,1,3
"1, 4",2,7,3,0,1,0,1,13
"1, 2",7,3,0,0,3,3,0,16
"2, 4",9,11,1,2,3,4,2,30
"0, 4",3,1,0,0,0,0,0,4
"0, 2",0,1,0,0,0,0,0,1
"0, 4",4,5,1,0,2,1,1,13
"2, 2",8,11,3,1,4,1,1,28
"0, Basil Thampi",2,0,0,0,2,1,0,5
"2, 2",2,5,0,0,0,0,0,7
"2, 4",8,10,1,0,0,0,0,19
"2, 4",0,4,0,0,1,0,0,5
"3, 4",2,3,0,0,0,1,1,6
"0, 4",1,1,0,0,0,1,1,3
"0, 2",3,3,0,0,0,0,0,6
"2, 3",1,1,0,0,0,0,0,2
"2, 4",0,5,1,0,0,0,0,6
"2, 4",4,3,0,0,0,1,0,8
"2, 4",4,9,1,0,0,1,1,15
"2, 3",0,1,0,0,0,0,0,1
"2, 2",4,3,0,0,1,0,1,8
"0, 2",5,6,1,0,0,0,2,12
"2, 4",7,3,3,1,2,0,0,16
"2, 4",13,5,3,0,4,1,2,26
"3, 2",1,0,0,0,0,0,1,1
"3, 4",0,1,0,0,0,0,0,1
"1, 4",2,0,0,0,0,0,0,2
"2, 3",1,2,0,0,0,0,0,3
"2, 4",1,1,0,0,0,0,1,2
"0, 4",9,1,0,0,0,0,2,10
"0, 3",0,0,2,0,1,0,0,3
"2, 4",10,10,0,0,2,0,2,22
"2, J Theron",8,3,0,0,1,0,0,12
"1, 2",1,2,0,0,0,0,1,3
"0, 4",2,2,0,0,0,0,0,4
"3, 4",0,1,0,0,0,0,0,1
"0, 4",1,1,0,0,0,0,0,2
"3, 3",1,0,0,0,0,0,0,1
"2, 3",5,3,0,0,0,0,0,8
"2, 4",0,4,0,0,0,0,0,4
"2, 4",3,2,0,0,0,0,0,5
"0, 4",0,1,0,0,0,0,0,1
"1, MB Parmar",2,4,0,0,3,0,0,9
"2, 4",6,11,4,0,4,1,1,26
"0, 4",0,1,0,0,1,0,0,2
"0, 3",1,2,0,0,0,0,0,3
"0, 4",4,1,1,0,2,0,2,8
"2, 2",11,3,1,0,2,0,1,17
"0, 4",1,2,0,0,1,0,0,4
"0, 2",0,2,1,0,0,0,0,3
"0, 4",1,1,1,0,0,0,0,3
"1, 3",0,1,0,0,0,0,0,1
"2, 3",5,6,0,0,0,0,0,11
"0, 2",1,1,0,0,0,0,0,2
"0, 4",2,0,1,0,0,0,0,3
"2, 3",3,1,0,0,0,0,2,4
"2, 4",2,0,0,0,0,0,1,2
"0, 4",0,2,0,0,2,0,0,4
"2, 2",3,4,0,0,0,0,0,7
"2, 3",3,3,2,0,4,2,0,14
"2, 3",1,4,1,0,0,1,1,7
"0, 2",5,4,0,0,0,1,0,10
"2, K Rabada",2,0,0,0,0,0,1,2
"2, Avesh Khan",2,3,0,0,0,0,0,5
"2, 4",3,12,1,0,4,0,0,20
"1, 2",17,12,7,0,1,5,3,42
"0, 2",2,3,0,0,0,0,0,5
"2, 2",11,9,2,0,1,2,1,25
"1, 4",1,3,1,0,2,0,0,7
"2, 2",4,1,0,0,0,0,0,5
"2, 2",7,21,4,0,1,0,1,33
"2, 3",7,3,1,0,0,0,0,11
"0, 4",8,1,0,0,2,0,0,11
"2, 3",2,7,2,0,2,0,0,13
"0, 2",1,3,0,0,0,0,0,4
"2, 4",2,2,0,0,1,1,0,6
"2, 4",4,1,0,0,0,0,0,5
"2, 4",8,2,1,0,3,1,2,15
"0, 2",6,4,0,0,3,4,1,17
"2, J Theron",1,6,0,0,0,0,0,7
"0, 4",0,2,0,0,0,0,0,2
"2, 3",1,0,0,0,0,0,0,1
"2, 4",0,2,1,0,0,1,0,4
"2, 4",7,2,2,0,5,0,1,16
"0, 3",2,1,0,0,0,0,0,3
"2, 4",3,0,0,0,0,0,1,4
"0, 4",1,3,0,0,0,0,0,4
"1, 4",5,3,0,0,1,0,0,9
"2, 2",10,6,1,0,0,0,1,17
"0, 3",0,2,1,0,0,0,0,3
"2, 3",2,3,1,0,5,0,0,11
"2, 3",3,6,1,1,0,1,0,12
"1, 3 (2)",5,1,1,0,1,1,0,9
"2, 4",2,6,0,0,1,0,1,9
"3, 3",2,1,0,0,0,0,1,3
"0, 4",1,4,2,0,1,0,0,8
"0, 4",7,3,1,0,1,0,2,12
"2, 2",6,13,4,0,0,0,0,23
"2, 4",16,3,1,0,1,0,3,21
"3, 1",1,1,0,0,0,0,0,2
"2, 4",2,1,0,0,0,0,0,3
"3, 4",4,3,1,0,0,1,0,9
"2, 3",0,1,0,0,0,0,0,1
"2, 4",5,1,0,0,1,0,1,7
"2, 3",6,9,1,0,3,1,0,20
"0, 2",1,0,0,0,0,0,1,1
"0, 2",0,1,0,0,0,0,0,1
"0, 3",2,4,2,0,0,0,0,8
"0, 3",1,1,0,0,0,0,1,2
"2, 3",1,4,1,0,0,2,0,8
"1, 4",3,1,0,0,0,0,1,4
"2, C de Grandhomme",1,0,0,0,2,0,0,3
"2, 4",0,1,0,0,0,0,0,1
"2, 4",3,4,0,0,1,1,1,9
"3, 4",0,1,0,0,0,0,0,1
"0, 4",7,21,1,1,0,1,0,31
"0, 4",3,1,0,0,0,0,0,4
"2, 2",5,5,1,0,1,0,2,12
"2, 4",2,1,0,0,2,0,0,5
"2, 3",1,1,0,0,0,0,0,2
"2, 3",4,4,1,0,4,1,0,14
"2, 2",0,3,0,0,0,0,0,3
"2, 4",2,0,0,0,0,0,1,2
"2, 4",3,1,0,0,0,0,0,4
"2, 3",4,1,0,0,0,0,0,5
"2, 4",1,0,0,0,1,0,1,2
"S Vidyut, 4",1,2,1,0,1,0,0,5
"2, 4",3,0,0,0,2,1,0,6
"M Klinger, 4",0,1,0,0,0,0,0,1
"2, 2",9,5,0,1,2,0,1,17
"0, 4",12,2,0,1,1,0,1,16
"2, 3",3,4,1,0,3,0,0,11
"1, 4",1,2,0,0,0,1,0,4
"TD Paine, AN Ahmed",1,0,0,0,0,0,0,1
"2, 3",2,2,0,0,0,0,1,4
"2, 2",1,3,0,0,0,0,1,4
"2, 2",2,0,0,0,2,0,0,4
"3, 3",2,0,0,0,0,0,0,2
"2, 2",15,23,1,0,2,2,3,43
"0, 4",1,4,0,0,0,0,1,5
"3, 4",0,0,1,0,0,0,0,1
"0, 2",5,2,1,0,0,0,0,8
"1, 4",3,1,1,0,0,0,0,5
"1, 4",4,4,0,0,2,1,1,11
"2, 4",1,1,0,0,0,0,0,2
"2, 4",1,2,0,0,0,0,0,3
"3, 4",1,2,0,0,0,0,0,3
"0, 4",2,3,1,0,2,0,1,8
"2, 3",4,3,0,0,1,0,0,8
"2, 4",2,5,3,0,3,0,1,13
"2, 4",1,1,0,0,0,0,0,2
"0, 4",1,1,0,0,1,0,1,3
"0, 4",3,0,2,0,0,0,0,5
"3, 4",1,0,0,0,0,0,0,1
"2, 4",2,2,0,0,1,0,1,5
"2, 2",3,1,0,0,1,0,1,5
"3, 3",0,1,0,0,0,0,0,1
"1, 2",9,4,0,0,2,0,0,15
"2, 4",0,1,0,0,0,0,0,1
"2, 4",2,2,1,0,2,2,0,9
"2, 4",13,7,0,0,3,0,1,23
"0, 3",1,3,0,0,1,0,0,5
"2, 4",6,4,1,0,3,0,0,14
"0, 4",0,1,1,0,0,0,0,2
"0, 4",1,1,0,0,0,0,0,2
"3, 3",0,3,0,0,0,1,0,4
"0, 2",1,2,0,0,0,0,0,3
"0, 4",1,1,0,0,0,0,0,2
"2, 4",3,5,0,0,1,1,0,10
"0, 3",2,0,1,0,1,0,0,4
"0, 4",0,5,0,0,1,0,0,6
"1, 2",5,5,0,0,1,1,1,12
"0, 4",0,5,1,0,2,0,0,8
"0, 4",1,1,2,0,0,0,0,4
"2, 3",3,8,2,0,1,0,0,14
"0, 3",2,2,0,0,0,0,0,4
"2, 4",27,7,3,1,5,0,0,43
"2, 3",1,5,0,0,3,0,0,9
"0, 2",18,12,1,0,5,2,4,38
"2, 3",4,0,1,0,2,1,0,8
"1, 2",19,11,1,0,4,2,2,37
"0, 2",4,1,1,0,0,0,1,6
"2, 3",6,10,2,0,3,4,0,25
"3, 4",1,0,0,0,0,0,1,1
"0, 3",3,0,0,0,0,0,1,3
"1, 3",5,1,0,0,2,0,1,8
"0, 2",1,0,0,0,0,0,0,1
"0, 2",3,0,0,0,0,0,0,3
"1, 4",0,2,0,0,0,1,0,3
"A 0, 4",4,1,0,0,0,2,0,7
"2, 4",2,1,0,0,1,0,0,4
"2, 3",9,4,4,0,3,0,0,20
"2, 3",0,3,0,0,1,0,0,4
"3, 3",2,1,0,0,0,0,1,3
"0, 3",0,1,0,0,0,0,0,1
"3, 2",0,0,0,0,1,0,0,1
"0, 4",4,1,0,0,1,0,2,6
"2, 4",3,2,0,0,0,0,0,5
"2, 2",12,11,1,0,2,0,3,26
"2, 4",22,6,2,1,5,0,1,36
"2, 3",0,2,0,0,0,1,0,3
"0, 4",1,0,0,0,0,0,1,1
"2, 3",1,2,0,0,0,0,0,3
"1, 3",0,1,0,0,0,0,0,1
"0, 2",10,13,1,0,1,1,2,26
"2, 3",0,4,0,0,1,0,0,5
"0, 4",1,2,0,0,0,0,0,3
"1, 4",4,2,0,0,1,0,0,7
"2, 4",1,1,0,0,1,0,0,3
"2, 3",3,1,1,0,0,0,0,5
"2, 2",2,1,0,0,0,1,0,4
"2, 3",1,0,0,0,0,0,1,1
"0, 2",5,0,0,0,1,0,0,6
"3, 3",0,1,0,0,0,0,0,1
"0, 2",1,2,1,0,0,0,1,4
"3, 4",0,2,1,0,0,0,0,3
"2, 4",1,2,0,0,0,0,0,3
"1, 3",4,4,0,0,1,0,0,9
"2, 4",9,22,4,1,3,0,2,39
"1, 4",1,1,0,0,0,0,1,2
"0, 3",1,2,0,0,0,0,0,3
"2, 4",1,1,0,0,0,0,1,2
"1, 3",3,6,0,0,0,1,0,10
"2, 4",5,2,0,0,2,1,0,10
"3, 3",1,1,0,0,0,0,0,2
"0, 4",0,3,0,0,0,0,0,3
"2, 4",5,10,0,0,1,6,1,22
"2, 4",8,25,6,1,1,4,2,45
"0, 4",3,4,1,0,1,0,0,9
"2, 4",1,6,0,0,1,0,0,8
"0, 2",0,1,0,0,0,0,0,1
"3, 4",1,1,0,0,2,0,0,4
"0, 2",1,0,0,0,0,0,1,1
"0, 4",3,1,0,0,0,0,1,4
"2, 3",2,4,1,0,0,1,0,8
"1, 4",2,0,0,0,1,0,1,3
"2, 3",11,1,0,0,2,2,0,16
"2, 4",2,1,1,1,1,0,0,6
"0, 2",8,0,0,0,4,0,0,12
"2, K Rabada",4,4,0,0,1,0,0,9
"2, 3",3,2,0,0,1,1,0,7
"0, 3",1,0,0,0,0,0,0,1
"2, 3",2,1,0,0,0,0,0,3
"0, 3",1,1,1,0,0,0,0,3
"0, 4",0,0,0,0,1,0,0,1
"TS Mills, 4",2,0,0,0,0,1,1,3
"2, 2",1,1,0,0,0,0,0,2
"1, 4",4,2,0,0,3,1,0,10
"2, 4",3,4,2,0,1,1,0,11
"0, 2",3,1,1,0,2,0,1,7
"0, Basil Thampi",3,0,0,0,3,0,0,6
"2, LH Ferguson",5,1,0,0,0,0,0,6
"1, 4",8,6,0,0,1,3,0,18
"3, 2",3,1,0,0,0,0,0,4
"0, 2",0,4,0,0,0,0,0,4
"2, 4",1,2,0,0,1,0,0,4
"2, 3",3,1,0,0,0,0,0,4
"0, 2",0,3,0,0,0,0,0,3
"2, 4",0,2,0,0,0,0,0,2
"2, 4",7,5,1,0,0,0,0,13
"2, 4",3,4,3,0,0,1,0,11
"2, 3",0,1,0,0,0,0,0,1
"2, 2",14,11,1,0,8,4,1,38
"0, 4",1,1,1,0,1,1,0,5
"0, 3",1,2,0,0,0,0,0,3
"2, 2",10,13,1,0,2,0,1,26
"2, 4",4,2,0,0,2,0,0,8
"2, 3",21,4,0,0,4,0,0,29
"1, 2",9,5,0,0,1,0,1,15
"2, 4",4,6,2,0,3,1,0,16
"2, 3",2,2,1,0,1,0,0,6
"2, 2",6,5,0,0,1,0,1,12
"0, 4",1,2,1,0,0,0,0,4
"2, 4",9,7,1,0,4,0,3,21
"0, 2",3,1,0,0,1,0,0,5
"2, 4",10,8,2,0,3,3,0,26
"0, 4",1,2,1,0,0,1,0,5
"2, 3",3,1,0,0,0,1,0,5
"3, 4",3,2,0,0,0,0,0,5
"2, 4",8,5,1,0,1,1,1,16
"0, 3",1,1,3,1,1,0,0,7
"2, 2",15,15,0,1,5,1,0,37
"2, 4",0,2,0,0,0,3,0,5
"0, 4",2,0,0,0,1,1,0,4
"0, 2",1,2,1,0,0,1,1,5
"2, 3",2,3,2,0,0,0,1,7
"2, 4",4,7,2,0,1,1,1,15
"2, 0",1,1,0,0,3,0,0,5
"0, 2",4,5,1,0,1,1,1,12
"2, 2",1,7,0,0,0,0,0,8
"1, 3",5,2,0,0,0,1,0,8
"0, 4",1,0,0,0,0,0,1,1
"2, 4",10,6,0,0,1,2,2,19
"2, 4",3,4,0,0,2,0,0,9
"0, 4",0,1,0,0,0,1,0,2
"2, 4",2,5,1,0,0,0,0,8
"2, 3",0,1,0,0,1,0,0,2
"0, 4",4,1,0,0,1,2,0,8
"2, 2",20,15,1,0,13,0,2,49
"0, 4",0,3,0,0,0,0,0,3
"0, K Rabada",1,0,0,0,0,0,1,1
"2, 4",5,24,3,0,5,0,0,37
"2, 4",0,3,1,0,0,0,0,4
"2, 4",8,13,0,0,3,0,2,24
"0, 2",3,1,0,0,2,0,0,6
"0, 4",0,1,0,0,0,0,0,1
"0, 3",0,3,0,0,0,0,0,3
"2, 4",10,14,1,0,2,0,0,27
"2, 4",0,2,0,0,1,0,0,3
"0, 4",0,1,0,0,0,0,0,1
"2, 4",1,7,0,0,0,0,0,8
"2, 3",6,1,0,0,2,0,0,9
"2, 4",9,4,1,0,3,0,1,17
"0, 3",5,0,0,0,0,1,0,6
"2, 4",7,5,0,0,5,0,0,17
"2, 3",2,4,1,0,0,1,0,8
"0, 4",3,1,0,0,1,0,0,5
"0, 3",2,3,0,0,1,1,1,7
"0, 4",4,0,0,0,1,0,1,5
"0, 2",3,4,1,0,3,2,0,13
"2, 2",17,3,3,0,1,0,1,24
"2, 4",1,0,0,0,0,0,1,1
"2, 4",12,13,2,1,2,0,3,30
"2, 4",4,5,2,0,0,0,1,11
"2, 2",0,0,0,0,1,0,0,1
"2, 2",6,13,1,0,0,1,0,21
"2, 2",9,12,3,1,1,0,3,26
"0, 4",1,2,0,0,1,0,0,4
"2, 2",3,3,1,1,0,0,0,8
"2, 4",0,2,1,0,1,0,0,4
"2, 3",3,0,0,0,0,0,1,3
"0, 3",0,1,0,0,0,0,0,1
"2, 4",14,7,0,0,3,0,0,24
"2, 4",4,2,0,0,0,2,2,8
"3, 2",0,1,0,0,0,0,0,1
"3, 4",2,3,0,0,0,0,1,5
"0, 2",0,1,1,0,1,1,0,4
"0, 3",0,2,0,0,0,0,0,2
"2, 4",7,5,0,0,2,1,0,15
"2, 4",1,1,0,0,2,0,0,4
"2, 3",1,1,0,0,0,0,0,2
"2, 2",7,5,2,0,2,1,0,17
"2, 4",6,8,0,0,1,1,1,16
"0, 2",3,2,0,0,0,0,0,5
"2, 2",4,2,0,0,1,0,0,7
"3, 3",0,2,0,0,2,0,0,4
"2, 2",0,1,0,0,1,0,0,2
"2, 3",2,4,0,0,1,0,0,7
"2, 4",4,1,2,1,0,1,1,9
"0, 3",2,2,0,0,0,0,0,4
"2, 3",1,1,1,0,0,1,0,4
"0, 2",0,2,1,0,1,0,0,4
"2, 3",1,0,0,0,0,0,1,1
