player_id,player_name,matches,bat_inns,not_outs,runs_scored,highest_score,ave_score,balls_faced,sr,hundreds,fifties,fours,sixes,bowl_inns,balls,runs_conceded,wkts,bowl_ave,econ,bowl_sr
36326,Shane Bond,40,14,6,32,0,4,31,103.22,0,0,2,1,40,939,1109,51,21.74,7.08,18.4
269174,Eklak Ahmid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28792,Rohan Gavaskar,10,8,1,113,47,16.14,114,99.12,0,0,16,1,6,87,112,3,37.33,7.72,29
279546,Chirag Pathak,13,13,0,200,55,15.38,237,84.38,0,1,23,0,0,0,0,0,0,0,0
48835,Dilhara Fernando,54,20,10,47,21,4.7,51,92.15,0,0,6,0,54,1175,1515,74,20.47,7.73,15.8
49209,Sanath Jayasuriya,111,109,7,2317,0,22.71,1654,140.08,1,12,252,114,92,1593,1983,77,25.75,7.46,20.6
31104,Chandan Madan,20,17,4,311,0,23.92,282,110.28,0,2,30,6,0,0,0,0,0,0,0
31088,Ishan Malhotra,11,10,3,104,28,14.85,107,97.19,0,0,15,1,6,96,134,4,33.5,8.37,24
17991,Graham Napier,137,96,19,1206,0,15.66,813,148.33,1,0,95,76,136,2905,3831,164,23.35,7.91,17.7
33773,Syed Shahabuddin,16,16,1,203,31,13.53,173,117.34,0,0,18,7,16,315,379,11,34.45,7.21,28.6
8166,Shane Warne,73,32,10,210,0,9.54,228,92.1,0,0,15,7,71,1548,1863,70,26.61,7.22,22.1
26782,Swapnil Asnodkar,73,73,3,1699,75,24.27,1368,124.19,0,13,188,43,0,0,0,0,0,0,0
16406,Michael Lumb,221,219,12,4972,0,24.01,3605,137.91,1,26,597,176,3,36,65,3,21.66,10.83,12
35586,Amit Uniyal,4,3,2,18,0,18,24,75,0,0,1,0,3,60,88,5,17.6,8.8,12
8119,Adam Voges,180,168,37,4064,0,31.02,3203,126.88,0,19,343,67,56,566,754,27,27.92,7.99,20.9
6513,Damien Martyn,6,6,0,175,96,29.16,117,149.57,0,1,17,6,0,0,0,0,0,0,0
30176,Anil Kumble,54,21,17,46,8,11.5,59,77.96,0,0,3,0,54,1245,1389,57,24.36,6.69,21.8
26206,Balachandra Akhil,35,26,8,321,35,17.83,216,148.61,0,0,30,12,32,535,638,24,26.58,7.15,22.2
44111,Mark Boucher,90,76,27,1378,0,28.12,1194,115.41,0,4,103,39,0,0,0,0,0,0,0
44938,Dillon du Preez,86,62,28,682,46,20.05,522,130.65,0,0,31,34,85,1668,2040,82,24.87,7.33,20.3
34118,Sridharan Sriram,15,14,3,233,0,21.18,234,99.57,0,0,16,2,10,168,227,4,56.75,8.1,42
290629,Palani  Amarnath,14,4,3,1,1,1,3,33.33,0,0,0,0,14,318,488,19,25.68,9.2,16.7
340834,Viraj Kadbe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12856,Andrew Flintoff,39,36,6,683,93,22.76,478,142.88,0,3,63,31,34,657,827,39,21.2,7.55,16.8
35619,Vidyut Sivaramakrishnan,25,21,1,410,54,20.5,316,129.74,0,1,44,11,13,210,242,14,17.28,6.91,15
26167,Abhinav Kumar,2,2,1,56,0,56,30,186.66,0,1,4,3,0,0,0,0,0,0,0
236810,Halhadar Das,18,17,7,184,0,18.4,190,96.84,0,1,13,5,0,0,0,0,0,0,0
376102,Jaskaran Singh,16,11,5,54,16,9,49,110.2,0,0,5,2,15,275,371,12,30.91,8.09,22.9
30719,Doddapaneni Kalyankrishna,12,8,3,10,5,2,20,50,0,0,1,0,12,240,353,11,32.09,8.82,21.8
327127,PM Sarvesh Kumar,2,1,1,1,0,0,2,50,0,0,0,0,2,30,42,1,42,8.4,30
317709,Shoaib Ahmed,8,3,1,1,0,0.5,6,16.66,0,0,0,0,7,102,152,5,30.4,8.94,20.4
50431,Chamara Silva,70,66,8,1398,0,24.1,1156,120.93,1,3,121,39,3,24,36,1,36,9,24
272949,Paidikalva Vijaykumar,18,6,4,12,6,6,10,120,0,0,1,1,18,342,466,10,46.6,8.17,34.2
51050,Nuwan Zoysa,17,14,4,203,41,20.3,172,118.02,0,0,27,3,16,324,376,21,17.9,6.96,15.4
6565,Glenn McGrath,19,5,2,9,5,3,18,50,0,0,1,0,19,432,492,20,24.6,6.83,21.6
26432,Ajitesh Argal,6,4,0,33,19,8.25,19,173.68,0,0,3,2,6,132,203,4,50.75,9.22,33
27572,Ranadeb Bose,11,3,1,7,7,3.5,5,140,0,0,1,0,11,234,334,11,30.36,8.56,21.2
275678,Burt Cockley,1,0,0,0,0,0,0,0,0,0,0,0,1,18,45,0,0,15,0
6128,Simon Katich,118,101,19,2483,75,30.28,1961,126.61,0,10,251,49,3,18,29,0,0,9.66,0
30235,Uday Kaul,9,3,2,13,9,13,10,130,0,0,3,0,0,0,0,0,0,0,0
331855,Taruwar Kohli,26,23,9,141,22,10.07,199,70.85,0,0,6,3,13,191,217,9,24.11,6.81,21.2
30144,Sahil Kukreja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31041,Wilkin Mota,21,17,2,228,50,15.2,249,91.56,0,1,19,3,16,249,298,11,27.09,7.18,22.6
33331,Ravikant Shukla,15,14,0,245,39,17.5,228,107.45,0,0,19,7,1,6,9,0,0,9,0
35281,Vikram Singh,33,6,3,39,0,13,31,125.8,0,0,3,1,32,667,886,31,28.58,7.97,21.5
27014,Rohan Banerjee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220435,Arindam Ghosh,20,18,4,263,67,18.78,263,100,0,1,20,2,0,0,0,0,0,0,0
56007,Mashrafe Mortaza,136,88,21,908,0,13.55,687,132.16,0,1,59,56,132,2867,3605,116,31.07,7.54,24.7
377437,Shoaib Shaikh,18,17,1,405,110,25.31,334,121.25,1,2,32,13,6,84,141,4,35.25,10.07,21
47711,Morne van Wyk,138,131,16,3629,0,31.55,2905,124.92,1,25,401,88,0,0,0,0,0,0,0
36130,Yashpal Singh,51,47,4,1056,58,24.55,1029,102.62,0,6,102,13,15,218,249,9,27.66,6.85,24.2
37740,Kyle Mills,98,44,16,301,0,10.75,304,99.01,0,0,19,8,96,2106,2846,105,27.1,8.1,20
55988,Mohammad Ashraful,64,60,4,1300,0,23.21,1106,117.54,1,4,140,27,23,335,444,23,19.3,7.95,14.5
32093,Chetanya Nanda,20,5,2,20,0,6.66,20,100,0,0,2,0,20,366,422,18,23.44,6.91,20.3
290713,Rohan Raje,30,13,6,27,0,3.85,28,96.42,0,0,2,1,30,559,751,34,22.08,8.06,16.4
7502,Luke Ronchi,184,168,19,3632,102,24.37,2372,153.11,1,20,357,167,0,0,0,0,0,0,0
279460,Rahil Shaikh,1,0,0,0,0,0,0,0,0,0,0,0,1,6,11,0,0,11,0
399861,Pushkaraj Chavan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26388,Aditya Angle,3,2,0,16,16,8,15,106.66,0,0,1,0,1,6,16,0,0,16,0
4541,Lee Carseldine,26,24,5,596,74,31.36,476,125.21,0,4,52,8,5,84,113,7,16.14,8.07,12
5605,Shane Harwood,40,14,8,101,0,16.83,76,132.89,0,0,5,5,40,845,1079,48,22.47,7.66,17.6
45434,Tyron Henderson,84,74,10,1289,85,20.14,902,142.9,0,7,109,59,82,1824,2195,93,23.6,7.22,19.6
6256,Justin Langer,41,38,2,1015,97,28.19,744,136.42,0,5,126,22,0,0,0,0,0,0,0
290721,Abdulahad Malek,18,17,2,321,0,21.4,234,137.17,0,2,35,9,0,0,0,0,0,0,0
304737,Mohammed Arif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31219,Parag More,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32240,Niraj Patel,37,34,6,957,0,34.17,804,119.02,0,6,105,16,17,222,321,11,29.18,8.67,20.1
211854,Rob Quiney,82,76,3,1349,97,18.47,1106,121.97,0,7,118,57,1,6,13,0,0,13,0
399763,Atul Sharma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326020,Gajendra Singh,15,7,5,21,0,10.5,27,77.77,0,0,1,0,14,300,340,16,21.25,6.8,18.7
31752,Ashraf Makda,14,12,6,53,0,8.83,42,126.19,0,0,6,1,14,307,341,12,28.41,6.66,25.5
284363,Shrideep Mangela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284355,Anup Revandkar,1,0,0,0,0,0,0,0,0,0,0,0,1,12,13,2,6.5,6.5,6
390355,Rangaraj Suthesh,2,1,1,17,0,0,8,212.5,0,0,3,0,2,46,47,3,15.66,6.13,15.3
26291,Jagadeesh Arunkumar,7,7,0,79,31,11.28,78,101.28,0,0,13,1,0,0,0,0,0,0,0
27569,Saurabh Bandekar,33,32,5,389,0,14.4,357,108.96,0,1,25,12,32,628,857,41,20.9,8.18,15.3
236766,Rajesh Bishnoi,42,38,2,650,75,18.05,457,142.23,0,4,43,42,1,6,10,0,0,10,0
4185,Nathan Bracken,28,9,5,22,0,5.5,26,84.61,0,0,1,1,28,586,705,31,22.74,7.21,18.9
28619,Gaurav Dhiman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29646,Wasim Jaffer,23,23,1,616,95,28,477,129.14,0,6,75,11,0,0,0,0,0,0,0
29725,Sunil Joshi,15,9,5,78,0,19.5,86,90.69,0,0,4,1,15,283,338,13,26,7.16,21.7
32388,Udit Patel,18,12,4,72,21,9,62,116.12,0,0,5,4,17,269,334,13,25.69,7.44,20.6
32389,Devraj Patil,14,13,0,237,44,18.23,208,113.94,0,0,29,2,0,0,0,0,0,0,0
279857,Jitendra Patil,3,2,1,4,0,4,7,57.14,0,0,0,0,3,60,67,4,16.75,6.7,15
33769,RK Sabharwal,1,1,0,1,1,1,7,14.28,0,0,0,0,0,0,0,0,0,0,0
36080,Tinu Yohannan,1,1,0,6,6,6,7,85.71,0,0,0,0,1,24,33,2,16.5,8.25,12
56283,Abdur Razzak,87,43,18,200,0,8,237,84.38,0,0,12,6,83,1760,2037,96,21.21,6.94,18.3
26198,Neravanda Aiyappa,4,2,1,0,0,0,1,0,0,0,0,0,4,80,104,4,26,7.8,20
51469,Shivnarine Chanderpaul,81,78,11,1576,0,23.52,1490,105.77,0,8,164,27,0,0,0,0,0,0,0
41378,Misbah-ul-Haq,159,138,36,3365,0,32.99,2893,116.31,1,12,217,134,0,0,0,0,0,0,0
6938,Ashley Noffke,30,23,5,263,34,14.61,189,139.15,0,0,19,11,29,634,789,38,20.76,7.46,16.6
32345,Venkatesh Prasad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279540,Napoleon Einstein,1,1,0,19,19,19,18,105.55,0,0,1,0,0,0,0,0,0,0,0
37000,Stephen Fleming,53,53,3,1157,0,23.14,949,121.91,0,6,156,22,0,0,0,0,0,0,0
209457,Chamara Kapugedera,119,107,12,1995,0,21,1536,129.88,0,7,146,87,11,124,173,7,24.71,8.37,17.7
313763,Suresh Kumar,19,13,4,284,0,31.55,158,179.74,0,1,21,16,15,246,340,12,28.33,8.29,20.5
47884,Kepler Wessels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27225,Sanjay Bangar,33,28,3,381,67,15.24,306,124.5,0,2,35,17,30,578,709,31,22.87,7.35,18.6
42639,Shahid Afridi,282,244,30,3982,101,18.6,2564,155.3,1,9,294,227,277,6084,6792,307,22.12,6.69,19.8
34059,Robin Singh,2,1,0,38,38,38,31,122.58,0,0,2,1,1,6,9,1,9,9,6
5472,Brett Geeves,14,7,1,133,28,22.16,98,135.71,0,0,9,6,14,302,461,19,24.26,9.15,15.8
41411,Mohammad Asif,35,7,4,13,0,4.33,15,86.66,0,0,2,0,35,832,1058,50,21.16,7.62,16.6
42657,Shoaib Malik,321,301,83,8125,0,37.27,6487,125.25,0,48,628,246,188,2926,3443,133,25.88,7.06,22
35392,Mayank Tehlan,6,4,1,53,0,17.66,43,123.25,0,0,5,0,0,0,0,0,0,0,0
7609,Greg Shipperd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28067,Pankaj Dharmani,11,7,2,47,0,9.4,42,111.9,0,0,4,0,0,0,0,0,0,0,0
28758,Gagandeep Singh,14,2,0,24,15,12,27,88.88,0,0,1,0,14,306,370,12,30.83,7.25,25.5
52969,Ramnaresh Sarwan,77,71,9,1197,70,19.3,1153,103.81,0,5,84,28,2,18,22,2,11,7.33,9
6628,Tom Moody,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41434,Mohammad Hafeez,245,231,19,5112,0,24.11,4195,121.85,2,29,551,152,176,3286,3421,157,21.78,6.24,20.9
42683,Salman Butt,69,66,12,2015,0,37.31,1759,114.55,0,15,258,29,7,108,141,5,28.2,7.83,21.6
42655,Shoaib Akhtar,38,19,5,75,14,5.35,76,98.68,0,0,4,5,38,804,978,44,22.22,7.29,18.2
55805,Tatenda Taibu,48,45,10,887,89,25.34,834,106.35,0,5,63,13,2,24,41,0,0,10.25,0
43524,Umar Gul,148,76,19,492,32,8.63,467,105.35,0,0,31,28,147,3118,3872,203,19.07,7.45,15.3
30740,Saurasish Lahiri,22,17,3,124,44,8.85,131,94.65,0,0,13,0,22,438,491,25,19.64,6.72,17.5
4233,John Buchanan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44098,Loots Bosman,89,85,3,2085,104,25.42,1574,132.46,1,11,182,103,1,6,9,0,0,9,0
30220,Musavir Khote,11,7,2,147,72,29.4,107,137.38,0,1,12,6,8,132,187,6,31.16,8.5,22
46569,Andre Nel,56,28,13,155,19,10.33,113,137.16,0,0,11,8,56,1240,1394,37,37.67,6.74,33.5
32305,Rajesh Pawar,8,4,1,7,3,2.33,14,50,0,0,0,0,7,132,179,6,29.83,8.13,22
46774,Shaun Pollock,46,34,7,569,59,21.07,401,141.89,0,1,45,28,43,937,996,45,22.13,6.37,20.8
46788,Ashwell Prince,104,102,8,2467,78,26.24,2117,116.53,0,14,230,43,1,4,5,0,0,7.5,0
8002,Dominic Thornely,57,50,13,778,0,21.02,660,117.87,0,3,43,28,33,533,686,28,24.5,7.72,19
307448,Vikrant Yeligati,4,2,1,6,0,6,5,120,0,0,1,0,4,78,109,2,54.5,8.38,39
33034,Lalchand Rajput,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41028,Kamran Akmal,224,207,19,5106,0,27.15,3856,132.41,4,35,576,173,0,0,0,0,0,0,0
275731,Sumit Khatri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6285,Darren Lehmann,17,17,4,381,48,29.3,323,117.95,0,0,43,2,13,228,256,11,23.27,6.73,20.7
43265,Sohail Tanvir,293,189,58,2177,0,16.61,1803,120.74,0,2,160,101,287,6182,7535,301,25.03,7.31,20.5
43652,Younis Khan,83,78,17,1864,0,30.55,1589,117.3,0,10,144,37,7,104,136,6,22.66,7.84,17.3
,Rinku Singh,5,5,0,29,16,7.25,31,93.54,0,0,4,0,5,0,0,0,0,0,0
,Mujeeb Ur Rahman,11,11,1,10,10,10,7,142.85,0,0,2,0,11,248,289,14,20.64,6.99,17.71
,Evin Lewis,13,13,0,382,65,29.38,276,138.4,0,2,32,24,0,0,0,0,0,0,0
,Mayank Markhande,14,14,4,21,7,10.5,24,87.5,0,0,2,0,14,264,368,15,24.53,8.36,17.6
,Washington Sundar,18,18,7,74,35,18.5,50,148,0,0,5,4,18,300,377,12,31.41,7.54,25
,Chris Woakes,18,18,5,63,18,10.5,66,95.45,0,0,1,1,18,374,576,25,23.04,9.24,14.96
,Aniket Choudhary,5,5,2,25,15,25,20,125,0,0,1,1,5,101,144,5,28.8,8.55,20.2
,D’Arcy Short,7,7,0,115,44,16.42,99,116.16,0,0,11,5,1,18,19,1,19,6.33,18
,Ben Stokes,25,25,2,512,103,23.27,382,134.03,1,1,35,21,25,486,619,20,30.95,7.64,24.3
,Rahul Tripathi,26,26,3,617,93,26.82,434,142.16,0,3,61,25,26,6,12,0,0,12,0
,Krishnappa Gowtham,15,15,4,126,33,14,64,196.87,0,0,9,9,15,240,312,11,28.36,7.8,21.81
,Rashid Khan,31,31,3,71,34,10,40,175,0,0,3,7,31,732,816,38,21.47,6.68,19.26
,Billy Stanlake,6,6,1,5,5,0,2,250,0,0,1,0,6,144,200,7,28.57,8.33,20.57
