batsman,nonstrike,bowler,runs,wickets,home,ave_score,sr,bowl_ave,bowl_sr,econ,innings,wickets
2,2,2,17,0,0,28.96,120.58,26.85,19.3,8.31,0,0
2,2,2,6,0,0,28.96,120.58,25.1,17.8,8.42,0,0
2,2,4,9,0,0,28.96,120.58,22.79,18.9,7.2,0,0
2,2,2,11,0,0,28.96,120.58,26.22,23.3,6.72,0,0
2,2,4,8,0,0,28.96,120.58,26.55,20.0,7.93,0,0
2,2,2,4,1,0,20.71,122.25,26.22,23.3,6.72,0,1
0,2,4,7,1,0,26.6,134.9,26.55,20.0,7.93,0,1
0,2,2,9,0,0,26.6,134.9,26.22,23.3,6.72,0,0
2,0,3,6,0,0,28.96,120.58,24.43,21.0,6.96,0,0
0,2,2,8,0,0,26.6,134.9,26.22,23.3,6.72,0,0
2,0,3,15,0,0,28.96,120.58,24.43,21.0,6.96,0,0
2,0,2,6,1,0,24.44,167.35,25.1,17.8,8.42,0,1
2,0,4,4,0,0,24.44,167.35,22.79,18.9,7.2,0,0
2,2,2,4,1,0,32.94,144.1,26.85,19.3,8.31,0,1
2,2,4,13,0,0,32.94,144.1,22.79,18.9,7.2,0,0
2,2,2,13,1,0,32.94,144.1,26.85,19.3,8.31,0,1
2,2,2,10,0,0,27.64,142.57,25.1,17.8,8.42,0,0
2,2,4,8,0,0,27.64,142.57,22.79,18.9,7.2,0,0
2,2,4,8,0,1,32.4,133.11,22.79,17.3,7.86,1,0
2,2,4,7,1,1,26.46,125.96,26.93,19.7,8.19,1,1
2,2,2,10,0,1,26.46,125.96,21.08,18.5,6.82,1,0
2,2,4,10,0,1,26.46,125.96,26.93,19.7,8.19,1,0
2,2,2,8,0,1,32.4,133.11,19.83,20.0,5.95,1,0
2,2,4,19,0,1,26.46,125.96,22.79,17.3,7.86,1,0
2,0,2,4,1,1,32.4,133.11,21.08,18.5,6.82,1,1
0,2,3,7,0,1,26.86,146.96,26.37,22.5,7.02,1,0
0,2,2,3,1,1,26.86,146.96,19.83,20.0,5.95,1,1
2,2,2,7,0,1,32.4,133.11,25.44,18.6,8.19,1,0
2,2,2,6,0,1,29.79,144.54,21.08,18.5,6.82,1,0
2,2,2,11,0,1,29.79,144.54,25.44,18.6,8.19,1,0
2,2,2,4,1,1,29.79,144.54,19.83,20.0,5.95,1,1
2,2,2,10,0,1,32.4,133.11,25.44,18.6,8.19,1,0
2,2,2,10,0,1,30.28,151.11,21.08,18.5,6.82,1,0
2,2,3,21,0,1,30.28,151.11,26.37,22.5,7.02,1,0
2,2,2,7,0,1,32.4,133.11,19.83,20.0,5.95,1,0
2,2,4,21,0,1,30.28,151.11,22.79,17.3,7.86,1,0
2,1,3,2,1,0,39.22,128.62,22.76,18.1,7.54,0,1
2,1,4,9,0,0,39.22,128.62,21.77,16.6,7.85,0,0
2,1,3,4,0,0,39.22,128.62,22.76,18.1,7.54,0,0
2,2,4,4,1,0,26.07,127.36,21.77,16.6,7.85,0,1
2,2,2,10,0,0,26.07,127.36,27.1,20.5,7.9,0,0
2,2,2,6,0,0,26.07,127.36,22.16,22.0,6.02,0,0
2,2,4,4,1,0,39.22,128.62,22.97,18.8,7.3,0,1
2,2,2,3,0,0,24.27,130.21,22.16,22.0,6.02,0,0
2,2,4,11,0,0,26.07,127.36,22.97,18.8,7.3,0,0
2,2,4,2,0,0,24.27,130.21,22.83,18.3,7.45,0,0
2,2,2,5,0,0,26.07,127.36,27.1,20.5,7.9,0,0
2,2,4,3,1,0,25.16,155.55,22.83,18.3,7.45,0,1
2,2,4,6,0,0,25.16,155.55,22.97,18.8,7.3,0,0
2,0,4,1,1,0,24.27,130.21,22.83,18.3,7.45,0,1
2,0,2,5,0,0,24.27,130.21,22.16,22.0,6.02,0,0
0,2,4,13,0,0,20.27,131.71,22.83,18.3,7.45,0,0
0,2,3,11,0,0,20.27,131.71,22.76,18.1,7.54,0,0
0,0,2,9,1,0,8.35,105.18,27.1,20.5,7.9,0,1
3,0,3,0,1,0,10.5,75.0,22.76,18.1,7.54,0,1
0,3,2,18,0,0,20.27,131.71,27.1,20.5,7.9,0,0
2,2,4,7,1,1,40.75,133.33,23.57,18.7,7.55,1,1
2,2,3.0,15,0,1,40.75,133.33,27.86269230769231,21.53619230769231,7.669653846153847,1,0
2,2,4,1,1,1,35.36,147.91,23.57,18.7,7.55,1,1
2,2,4,4,0,1,25.99,125.03,29.95,21.3,8.4,1,0
0,2,4,10,1,1,23.77,136.28,23.57,18.7,7.55,1,1
0,2,4,9,0,1,23.77,136.28,29.95,21.3,8.4,1,0
2,0,4,4,0,1,25.99,125.03,23.57,18.7,7.55,1,0
1,2,4,2,1,1,29.82,139.61,28.0,20.1,8.35,1,1
2,1,4,3,0,1,25.99,125.03,27.56,23.1,7.13,1,0
2,1,4,13,0,1,25.99,125.03,28.0,20.1,8.35,1,0
0,2,4,4,1,1,16.75,124.49,27.56,23.1,7.13,1,1
3,0,4,3,1,1,11.66,100.0,31.31,23.7,7.89,1,1
3,0,4,7,0,1,11.66,100.0,29.95,21.3,8.4,1,0
3,0,4,4,1,1,9.15,81.33,31.31,23.7,7.89,1,1
0,3,4,6,0,1,16.75,124.49,29.95,21.3,8.4,1,0
0,3,4,7,0,1,16.75,124.49,31.31,23.7,7.89,1,0
0,3,4,5,0,1,16.75,124.49,28.0,20.1,8.35,1,0
3,3,4,4,2,1,8.42,89.39,27.56,23.1,7.13,1,2
3,3,4,4,1,1,8.42,89.39,28.0,20.1,8.35,1,1
1,1,2,2,0,1,27.03,140.28,26.22,23.3,6.72,0,0
1,1,2,4,0,1,23.57,126.5,18.96,16.4,6.92,0,0
1,1,2,10,0,1,23.57,126.5,26.22,23.3,6.72,0,0
2,1,4,4,1,1,39.22,128.62,24.25,21.0,6.92,0,1
1,2,2,8,0,1,27.03,140.28,26.22,23.3,6.72,0,0
2,1,4,5,0,1,39.22,128.62,24.25,21.0,6.92,0,0
2,1,4,10,0,1,39.22,128.62,25.0,19.1,7.83,0,0
2,1,3,6,0,1,39.22,128.62,28.17,21.6,7.8,0,0
1,2,3,8,0,1,27.03,140.28,33.11,25.0,7.92,0,0
1,2,3,13,0,1,27.03,140.28,28.17,21.6,7.8,0,0
2,2,2,6,1,1,27.01,132.55,18.96,16.4,6.92,0,1
2,2,3,4,0,1,27.01,132.55,33.11,25.0,7.92,0,0
2,2,2,8,0,1,27.01,132.55,23.96,17.5,8.17,0,0
2,2,3,11,0,1,27.01,132.55,33.11,25.0,7.92,0,0
2,2,2,3,0,1,39.22,128.62,23.96,17.5,8.17,0,0
2,2,4,5,2,1,30.03,133.2,24.25,21.0,6.92,0,2
2,2,4,14,0,1,27.01,132.55,25.0,19.1,7.83,0,0
0,2,2,5,0,1,21.24,137.38,18.96,16.4,6.92,0,0
3,0,4,7,2,1,10.86,103.46,24.25,21.0,6.92,0,2
3,0,2,8,1,1,2.0,85.71,18.96,16.4,6.92,0,1
2,2,2,12,0,0,24.61,132.57,32.16,25.8,7.46,1,0
2,2,3,7,0,0,32.9,121.08,23.78,18.5,7.71,1,0
2,2,2,0,1,0,32.4,133.11,32.16,25.8,7.46,1,1
1,2,4,7,1,0,32.43,147.35,23.24,21.6,6.45,1,1
1,2,2,1,1,0,32.43,147.35,32.16,25.8,7.46,1,1
2,1,4,5,0,0,26.46,125.96,21.54,17.4,7.4,1,0
1,2,2,6,0,0,32.43,147.35,32.16,25.8,7.46,1,0
0,2,4,6,0,0,24.53,125.69,23.24,21.6,6.45,1,0
2,0,3,7,1,0,30.28,151.11,32.65,22.6,8.66,1,1
0,2,4,8,1,0,15.01,130.06,21.54,17.4,7.4,1,1
2,3,3,8,1,0,30.28,151.11,23.78,18.5,7.71,1,1
2,3,3,9,0,0,30.28,151.11,32.65,22.6,8.66,1,0
3,0,3,6,3,0,6.57,88.46,23.78,18.5,7.71,1,3
1,2,2,3,0,0,40.3,148.29,24.34,21.3,6.84,0,0
2,1,4,8,0,0,25.01,107.0,25.47,19.5,7.82,0,0
1,2,2,6,2,0,30.25,137.21,24.34,21.3,6.84,0,2
2,2,4,0,1,0,29.95,116.91,25.47,19.5,7.82,0,1
0,2,2,2,1,0,25.63,120.48,24.34,21.3,6.84,0,1
0,2,4,1,0,0,25.63,120.48,25.47,19.5,7.82,0,0
2,0,2,4,0,0,29.95,116.91,24.34,21.3,6.84,0,0
2,0,2,4,0,0,29.95,116.91,25.49,20.0,7.61,0,0
2,0,4,7,0,0,29.95,116.91,31.23,24.3,7.68,0,0
2,0,2,5,0,0,29.95,116.91,25.49,20.0,7.61,0,0
0,2,2,14,0,0,25.63,120.48,22.03,20.6,6.38,0,0
0,2,4,6,0,0,25.63,120.48,31.23,24.3,7.68,0,0
0,2,2,13,0,0,25.63,120.48,22.03,20.6,6.38,0,0
2,0,4,4,0,0,29.95,116.91,31.23,24.3,7.68,0,0
0,2,4,4,1,0,25.63,120.48,34.47,28.4,7.26,0,1
0,0,4,5,1,0,20.7,120.63,31.23,24.3,7.68,0,1
0,0,4,14,0,0,20.7,120.63,34.47,28.4,7.26,0,0
0,0,2,4,0,0,20.7,120.63,22.03,20.6,6.38,0,0
0,0,4,6,1,0,14.3,125.43,25.47,19.5,7.82,0,1
3,0,2,9,1,0,12.64,96.19,22.03,20.6,6.38,0,1
2,2,4,3,1,1,33.59,139.25,30.21,24.0,7.54,1,1
2,2,4,13,0,1,33.59,139.25,26.06,20.4,7.66,1,0
2,2,4,7,0,1,33.59,139.25,30.21,24.0,7.54,1,0
2,2,4,11,0,1,33.59,139.25,26.06,20.4,7.66,1,0
2,2,4,15,0,1,33.59,139.25,30.21,24.0,7.54,1,0
2,2,3,7,0,1,33.59,139.25,34.21,24.9,8.23,1,0
2,2,4,9,0,1,33.59,139.25,25.75,22.1,6.98,1,0
2,2,3,6,0,1,25.43,121.55,34.21,24.9,8.23,1,0
2,2,4,5,0,1,33.59,139.25,26.35,21.1,7.47,1,0
2,2,4,14,0,1,33.59,139.25,31.73,25.7,7.38,1,0
2,2,4,17,0,1,25.43,121.55,26.35,21.1,7.47,1,0
2,2,4,5,0,1,25.43,121.55,25.75,22.1,6.98,1,0
2,2,3,9,0,1,25.43,121.55,24.61,20.7,7.11,1,0
2,2,4,7,0,1,33.59,139.25,25.75,22.1,6.98,1,0
2,0,3,2,0,1,25.16,155.55,33.31,25.0,7.97,0,0
2,0,2,8,0,1,25.16,155.55,23.6,17.8,7.92,0,0
0,2,3,15,0,1,26.8,131.95,33.31,25.0,7.97,0,0
2,0,2,1,1,1,27.01,132.55,27.1,20.5,7.9,0,1
0,2,3,8,0,1,26.8,131.95,33.31,25.0,7.97,0,0
0,2,2,12,0,1,26.8,131.95,27.1,20.5,7.9,0,0
0,2,4,11,0,1,26.8,131.95,25.72,20.1,7.64,0,0
2,0,4,5,0,1,27.01,132.55,22.82,19.4,7.04,0,0
0,2,2,7,0,1,26.8,131.95,20.07,16.6,7.22,0,0
2,0,4,8,0,1,27.01,132.55,22.82,19.4,7.04,0,0
0,2,2,13,0,1,26.8,131.95,23.6,17.8,7.92,0,0
0,2,4,11,1,1,26.8,131.95,22.82,19.4,7.04,0,1
2,2,2,5,1,1,32.4,133.11,20.07,16.6,7.22,0,1
2,2,4,13,0,1,30.28,151.11,22.82,19.4,7.04,0,0
2,2,2,8,0,1,30.28,151.11,27.1,20.5,7.9,0,0
2,2,2,6,1,1,30.28,151.11,23.6,17.8,7.92,0,1
0,2,2,7,0,1,15.01,130.06,20.07,16.6,7.22,0,0
0,0,2,8,1,1,15.01,130.06,27.1,20.5,7.9,0,1
0,0,2,7,0,1,15.01,130.06,20.07,16.6,7.22,0,0
0,0,2,4,1,1,15.01,130.06,23.6,17.8,7.92,0,1
0,2,4,4,1,0,22.01,122.56,25.78,20.2,7.63,1,1
0,2,4,5,0,0,22.01,122.56,25.0,19.1,7.83,1,0
0,2,4,7,0,0,22.01,122.56,25.78,20.2,7.63,1,0
2,2,4,4,1,0,30.24,118.52,25.0,19.1,7.83,1,1
1,2,4,5,1,0,29.82,139.61,25.78,20.2,7.63,1,1
1,0,4,2,1,0,29.82,139.61,25.0,19.1,7.83,1,1
1,0,2,2,0,0,29.82,139.61,26.22,23.3,6.72,1,0
1,0,2,15,0,0,29.82,139.61,18.96,16.4,6.92,1,0
1,0,2,6,0,0,29.82,139.61,26.22,23.3,6.72,1,0
0,0,2,2,1,0,18.91,116.96,26.31,19.7,7.99,1,1
0,0,2,9,0,0,19.04,124.74,26.22,23.3,6.72,1,0
0,0,2,12,0,0,18.91,116.96,26.31,19.7,7.99,1,0
2,0,2,6,1,0,36.84,131.28,26.22,23.3,6.72,1,1
0,2,2,6,0,0,19.04,124.74,26.31,19.7,7.99,1,0
2,0,2,7,0,0,36.84,131.28,18.96,16.4,6.92,1,0
2,0,2,16,0,0,36.84,131.28,26.31,19.7,7.99,1,0
2,0,4,6,0,0,36.84,131.28,25.78,20.2,7.63,1,0
2,0,2,5,0,0,36.84,131.28,18.96,16.4,6.92,1,0
2,0,4,10,0,0,36.84,131.28,25.0,19.1,7.83,1,0
0,0,2,7,1,0,12.76,138.92,18.96,16.4,6.92,1,1
1,2,2,6,0,0,36.44,143.74,26.85,19.3,8.31,0,0
1,2,2,11,0,0,36.44,143.74,22.18,17.4,7.64,0,0
1,2,4,5,0,0,36.44,143.74,25.0,19.1,7.83,0,0
2,1,4,4,1,0,22.87,122.43,25.72,20.1,7.64,0,1
2,1,4,1,1,0,32.4,133.11,25.0,19.1,7.83,0,1
1,2,2,4,0,0,21.72,114.91,26.85,19.3,8.31,0,0
0,1,4,4,1,0,27.49,142.93,25.72,20.1,7.64,0,1
0,1,3,3,0,0,27.49,142.93,49.6,37.9,7.85,0,0
0,1,2,0,0,0,27.49,142.93,23.6,17.8,7.92,0,0
2,0,4,6,1,0,30.28,151.11,22.82,19.4,7.04,0,1
2,0,2,1,0,0,30.28,151.11,22.18,17.4,7.64,0,0
0,2,4,6,0,0,27.49,142.93,22.82,19.4,7.04,0,0
0,2,2,9,0,0,27.49,142.93,22.18,17.4,7.64,0,0
0,2,2,13,0,0,27.49,142.93,23.6,17.8,7.92,0,0
0,2,4,8,0,0,27.49,142.93,25.0,19.1,7.83,0,0
0,2,2,16,0,0,27.49,142.93,26.85,19.3,8.31,0,0
0,2,2,16,0,0,27.49,142.93,23.6,17.8,7.92,0,0
2,0,4,13,0,0,30.28,151.11,22.82,19.4,7.04,0,0
2,0,2,20,1,0,30.28,151.11,26.85,19.3,8.31,0,1
0,0,2,13,1,0,11.33,115.9,22.18,17.4,7.64,0,1
2,2,3.0,1,0,1,26.88,124.37,27.86269230769231,21.53619230769231,7.669653846153847,1,0
2,2,3.0,10,0,1,30.24,118.52,27.86269230769231,21.53619230769231,7.669653846153847,1,0
2,2,3.0,3,0,1,30.24,118.52,27.86269230769231,21.53619230769231,7.669653846153847,1,0
2,2,3.0,9,0,1,30.24,118.52,27.86269230769231,21.53619230769231,7.669653846153847,1,0
2,2,3.0,9,1,1,30.24,118.52,27.86269230769231,21.53619230769231,7.669653846153847,1,1
2,2,2,9,0,1,30.24,118.52,18.96,16.4,6.92,1,0
2,2,3,7,0,1,29.81,125.48,26.25,20.8,7.54,1,0
2,2,3,8,0,1,30.24,118.52,36.96,24.4,9.06,1,0
2,2,3,8,0,1,29.81,125.48,26.25,20.8,7.54,1,0
2,2,3,4,0,1,29.81,125.48,36.96,24.4,9.06,1,0
2,2,3,9,0,1,29.81,125.48,26.25,20.8,7.54,1,0
2,2,3,7,0,1,30.24,118.52,21.38,16.6,7.7,1,0
2,2,3,7,0,1,29.81,125.48,26.25,20.8,7.54,1,0
0,2,3,15,1,1,21.23,140.04,21.38,16.6,7.7,1,1
0,2,2,5,1,1,22.01,122.56,18.96,16.4,6.92,1,1
2,0,3.0,11,0,1,29.81,125.48,27.86269230769231,21.53619230769231,7.669653846153847,1,0
2,0,2,15,0,1,29.81,125.48,18.96,16.4,6.92,1,0
2,0,3.0,12,0,1,29.81,125.48,27.86269230769231,21.53619230769231,7.669653846153847,1,0
2,0,2,11,0,1,29.81,125.48,18.96,16.4,6.92,1,0
0,2,3,1,0,1,22.01,122.56,21.38,16.6,7.7,1,0
2,1,4,10,0,0,26.63,127.61,29.12,25.7,6.77,0,0
2,2,3.0,3,1,0,33.59,139.25,27.86269230769231,21.53619230769231,7.669653846153847,0,1
2,2,4,7,0,0,27.01,132.55,25.32,19.3,7.84,0,0
2,2,4,15,0,0,33.59,139.25,26.6,19.2,8.28,0,0
2,2,3.0,11,0,0,27.01,132.55,27.86269230769231,21.53619230769231,7.669653846153847,0,0
2,2,4,12,0,0,33.59,139.25,25.32,19.3,7.84,0,0
2,2,4,6,0,0,33.59,139.25,26.6,19.2,8.28,0,0
2,2,2,13,0,0,27.01,132.55,21.79,18.2,7.15,0,0
2,2,4,6,0,0,33.59,139.25,27.95,23.3,7.17,0,0
2,2,2,10,0,0,33.59,139.25,21.79,18.2,7.15,0,0
2,2,4,16,0,0,33.59,139.25,27.95,23.3,7.17,0,0
2,2,4,18,0,0,33.59,139.25,29.12,25.7,6.77,0,0
2,2,3,10,0,0,27.01,132.55,36.96,24.4,9.06,0,0
1,2,4,19,0,0,36.44,143.74,26.6,19.2,8.28,0,0
1,0,4,5,1,0,36.44,143.74,25.32,19.3,7.84,0,1
0,1,3,6,0,0,22.96,129.22,36.96,24.4,9.06,0,0
1,0,3.0,7,0,0,36.44,143.74,27.86269230769231,21.53619230769231,7.669653846153847,0,0
1,0,4,6,1,0,36.44,143.74,25.32,19.3,7.84,0,1
0,0,3.0,7,1,0,22.01,122.56,27.86269230769231,21.53619230769231,7.669653846153847,0,1
0,0,3,16,1,0,21.68,122.96,36.96,24.4,9.06,0,1
1,2,4,9,0,1,24.94,131.03,27.72,21.7,7.64,1,0
1,2,3.0,3,0,1,24.94,131.03,27.86269230769231,21.53619230769231,7.669653846153847,1,0
1,2,4,9,1,1,36.57,165.31,27.72,21.7,7.64,1,1
2,1,3.0,15,0,1,26.88,124.37,27.86269230769231,21.53619230769231,7.669653846153847,1,0
2,1,4,17,0,1,26.88,124.37,27.72,21.7,7.64,1,0
1,2,2,5,0,1,36.57,165.31,23.6,17.8,7.92,1,0
1,2,4,10,0,1,36.57,165.31,34.47,28.4,7.26,1,0
1,2,3.0,10,0,1,36.57,165.31,27.86269230769231,21.53619230769231,7.669653846153847,1,0
1,2,4,14,0,1,36.57,165.31,34.47,28.4,7.26,1,0
2,1,3.0,16,0,1,26.88,124.37,27.86269230769231,21.53619230769231,7.669653846153847,1,0
1,2,2,23,0,1,36.57,165.31,23.6,17.8,7.92,1,0
2,1,2,16,0,1,26.88,124.37,31.42,24.2,7.78,1,0
1,2,4,11,0,1,36.57,165.31,28.18,20.8,8.12,1,0
1,2,2,12,1,1,36.57,165.31,31.42,24.2,7.78,1,1
0,2,3.0,4,1,1,27.49,142.93,27.86269230769231,21.53619230769231,7.669653846153847,1,1
2,0,4,7,0,1,28.73,128.65,27.72,21.7,7.64,1,0
2,0,3.0,15,0,1,28.73,128.65,27.86269230769231,21.53619230769231,7.669653846153847,1,0
0,2,2,6,0,1,27.49,142.93,23.6,17.8,7.92,1,0
0,2,4,4,0,1,24.06,110.77,23.48,19.8,7.09,0,0
0,2,3,8,0,1,24.06,110.77,20.01,16.3,7.36,0,0
0,2,4,8,0,1,24.06,110.77,23.48,19.8,7.09,0,0
2,0,2,8,0,1,31.8,122.95,24.94,19.3,7.74,0,0
2,0,3.0,10,0,1,31.8,122.95,27.86269230769231,21.53619230769231,7.669653846153847,0,0
2,0,2,11,0,1,31.8,122.95,24.94,19.3,7.74,0,0
0,2,4,4,1,1,24.06,110.77,24.2,19.5,7.44,0,1
2,2,3,5,1,1,37.73,121.8,26.59,19.1,8.34,0,1
2,2,4,6,0,1,37.73,121.8,24.2,19.5,7.44,0,0
2,2,3,7,0,1,29.27,126.45,26.59,19.1,8.34,0,0
2,2,3.0,4,1,1,29.27,126.45,27.86269230769231,21.53619230769231,7.669653846153847,0,1
2,2,4,5,0,1,37.73,121.8,24.2,19.5,7.44,0,0
2,2,3.0,5,0,1,37.73,121.8,27.86269230769231,21.53619230769231,7.669653846153847,0,0
2,2,4,12,0,1,23.28,137.72,23.48,19.8,7.09,0,0
2,0,4,2,1,1,37.73,121.8,24.2,19.5,7.44,0,1
2,0,3,7,0,1,37.73,121.8,26.59,19.1,8.34,0,0
2,0,3.0,5,0,1,37.73,121.8,27.86269230769231,21.53619230769231,7.669653846153847,0,0
2,0,2,7,0,1,37.73,121.8,24.94,19.3,7.74,0,0
0,0,3,6,3,1,8.33,110.88,26.59,19.1,8.34,0,3
0,3,2,11,1,1,21.57,117.35,24.94,19.3,7.74,0,1
2,2,2,14,0,0,25.62,145.25,21.91,19.6,6.67,1,0
2,2,4,9,0,0,25.62,145.25,36.23,27.6,7.85,1,0
2,2,2,6,0,0,28.37,119.25,26.31,19.7,7.99,1,0
2,2,4,8,0,0,25.62,145.25,30.23,23.7,7.62,1,0
2,2,2,5,0,0,25.62,145.25,28.96,20.6,8.39,1,0
2,2,2,9,0,0,25.62,145.25,21.79,18.2,7.15,1,0
2,2,2,3,1,0,25.01,107.0,26.31,19.7,7.99,1,1
2,2,4,14,0,0,28.37,119.25,30.23,23.7,7.62,1,0
2,2,2,4,0,0,28.37,119.25,26.31,19.7,7.99,1,0
2,2,4,9,0,0,28.37,119.25,36.23,27.6,7.85,1,0
2,2,2,5,0,0,25.01,107.0,21.91,19.6,6.67,1,0
2,2,2,6,1,0,28.77,134.56,21.79,18.2,7.15,1,1
2,2,2,3,1,0,25.88,129.01,28.96,20.6,8.39,1,1
2,2,2,9,0,0,25.01,107.0,21.79,18.2,7.15,1,0
2,2,2,6,0,0,25.88,129.01,21.91,19.6,6.67,1,0
2,2,4,7,0,0,25.01,107.0,36.23,27.6,7.85,1,0
2,2,2,12,1,0,25.2,123.5,28.96,20.6,8.39,1,1
2,2,2,4,0,0,25.2,123.5,21.91,19.6,6.67,1,0
2,2,2,1,0,0,25.2,123.5,21.79,18.2,7.15,1,0
0,2,4,8,0,1,23.92,110.28,22.54,17.5,7.7,0,0
2,0,4,8,0,1,32.9,121.08,27.72,21.7,7.64,0,0
0,2,4,2,0,1,23.92,110.28,22.54,17.5,7.7,0,0
2,0,4,9,0,1,32.9,121.08,27.72,21.7,7.64,0,0
0,2,2,5,0,1,23.92,110.28,21.79,18.2,7.15,0,0
2,2,4,4,1,1,32.9,121.08,23.01,17.9,7.7,0,1
2,2,2,10,0,1,29.34,121.62,21.79,18.2,7.15,0,0
2,2,4,3,0,1,29.34,121.62,23.01,17.9,7.7,0,0
2,2,4,7,0,1,32.9,121.08,22.67,18.7,7.27,0,0
2,2,4,2,1,1,26.46,125.96,27.72,21.7,7.64,0,1
2,2,4,5,0,1,29.34,121.62,22.67,18.7,7.27,0,0
2,2,4,10,0,1,29.34,121.62,23.01,17.9,7.7,0,0
2,2,4,11,0,1,29.34,121.62,22.67,18.7,7.27,0,0
2,2,4,12,1,1,37.73,121.8,27.72,21.7,7.64,0,1
2,2,4,4,0,1,37.73,121.8,22.67,18.7,7.27,0,0
2,2,2,15,0,1,37.73,121.8,21.79,18.2,7.15,0,0
2,2,4,8,1,1,26.46,125.96,22.54,17.5,7.7,0,1
2,2,3,14,0,1,30.28,151.11,32.8,23.4,8.41,0,0
2,2,4,11,0,1,37.73,121.8,22.54,17.5,7.7,0,0
2,2,4,25,0,1,30.28,151.11,23.01,17.9,7.7,0,0
1,2,4,7,0,0,35.21,142.4,27.35,21.8,7.49,1,0
2,1,4,5,0,0,26.89,147.83,20.47,15.8,7.73,1,0
1,2,4,16,0,0,35.21,142.4,27.35,21.8,7.49,1,0
2,2,4,13,1,0,26.89,147.83,20.47,15.8,7.73,1,1
2,2,2,10,0,0,28.96,120.58,26.22,23.3,6.72,1,0
2,2,2,13,0,0,26.89,147.83,24.53,17.7,8.29,1,0
2,2,2,4,1,0,27.01,132.55,26.22,23.3,6.72,1,1
2,2,3,5,0,0,35.36,147.91,23.78,20.4,6.98,1,0
2,2,2,4,0,0,27.01,132.55,23.96,17.5,8.17,1,0
2,2,3,3,1,0,21.54,121.47,23.78,20.4,6.98,1,1
2,2,2,3,0,0,31.69,124.41,23.96,17.5,8.17,1,0
2,2,3,4,1,0,27.01,132.55,23.78,20.4,6.98,1,1
3,2,2,3,0,0,13.86,97.43,23.96,17.5,8.17,1,0
3,2,3,6,0,0,13.86,97.43,23.78,20.4,6.98,1,0
2,3,2,5,0,0,31.69,124.41,23.96,17.5,8.17,1,0
2,3,2,5,0,0,31.69,124.41,26.22,23.3,6.72,1,0
3,2,4,6,1,0,13.86,97.43,20.47,15.8,7.73,1,1
2,0,2,5,0,0,31.69,124.41,26.22,23.3,6.72,1,0
0,2,4,7,0,0,11.19,109.3,20.47,15.8,7.73,1,0
2,0,2,12,0,0,31.69,124.41,24.53,17.7,8.29,1,0
2,2,2,4,0,1,37.45,124.9,25.9,20.5,7.55,0,0
2,2,4,4,0,1,37.45,124.9,23.68,19.5,7.26,0,0
2,2,4,2,0,1,25.43,121.55,22.54,17.5,7.7,0,0
2,2,2,8,0,1,37.45,124.9,25.9,20.5,7.55,0,0
2,2,4,10,0,1,25.43,121.55,26.93,19.7,8.19,0,0
2,2,2,17,0,1,25.43,121.55,28.41,26.3,6.47,0,0
2,2,4,9,0,1,25.43,121.55,23.68,19.5,7.26,0,0
2,2,4,2,0,1,33.59,139.25,22.54,17.5,7.7,0,0
2,2,2,5,0,1,33.59,139.25,28.41,26.3,6.47,0,0
2,2,4,2,1,1,38.44,136.18,26.93,19.7,8.19,0,1
2,0,2,6,1,1,38.44,136.18,25.58,21.2,7.22,0,1
2,0,2,11,0,1,38.44,136.18,25.9,20.5,7.55,0,0
2,0,2,4,0,1,38.44,136.18,25.58,21.2,7.22,0,0
0,2,4,8,0,1,21.68,122.96,23.68,19.5,7.26,0,0
2,0,2,8,0,1,38.44,136.18,25.58,21.2,7.22,0,0
2,0,4,15,0,1,38.44,136.18,22.54,17.5,7.7,0,0
0,2,4,6,1,1,21.68,122.96,26.93,19.7,8.19,0,1
2,2,4,11,0,1,24.72,127.18,23.68,19.5,7.26,0,0
2,2,4,18,0,1,38.44,136.18,22.54,17.5,7.7,0,0
2,2,4,8,0,1,24.72,127.18,26.93,19.7,8.19,0,0
1,3,4,5,1,0,21.72,114.91,28.0,20.1,8.35,1,1
3,1,4,6,0,0,19.41,113.15,34.93,27.0,7.76,1,0
3,1,4,5,0,0,19.41,113.15,28.0,20.1,8.35,1,0
3,1,4,11,0,0,19.41,113.15,34.93,27.0,7.76,1,0
1,3,4,6,1,0,35.21,142.4,28.0,20.1,8.35,1,1
1,3,4,15,0,0,35.21,142.4,34.93,27.0,7.76,1,0
0,1,2,1,1,0,23.77,136.28,24.34,21.3,6.84,1,1
0,1,2,5,1,0,23.77,136.28,25.49,20.0,7.61,1,1
0,1,2,4,0,0,26.2,133.09,24.34,21.3,6.84,1,0
0,1,2,4,1,0,21.74,132.06,25.49,20.0,7.61,1,1
1,0,2,4,0,0,35.21,142.4,24.53,17.7,8.29,1,0
1,0,2,10,0,0,35.21,142.4,25.49,20.0,7.61,1,0
1,0,2,7,0,0,35.21,142.4,24.34,21.3,6.84,1,0
0,1,4,7,0,0,21.74,132.06,34.93,27.0,7.76,1,0
1,0,2,6,1,0,35.21,142.4,24.34,21.3,6.84,1,1
1,0,2,7,0,0,35.21,142.4,24.53,17.7,8.29,1,0
0,0,2,10,1,0,8.12,108.33,25.49,20.0,7.61,1,1
3,0,2,3,2,0,7.33,86.84,24.53,17.7,8.29,1,2
3,0,4,5,0,0,7.33,86.84,28.0,20.1,8.35,1,0
