batsman,nonstrike,bowler,runs,wickets,home,ave_score,sr,bowl_ave,bowl_sr,econ,innings,wickets
2,2,4,12,0,0,37.45,124.9,25.72,20.1,7.64,0,0
2,2,4,10,0,0,37.45,124.9,27.45,22.9,7.18,0,0
2,2,4,6,0,0,29.11,115.82,25.0,19.1,7.83,0,0
2,2,4,6,0,0,37.45,124.9,27.45,22.9,7.18,0,0
2,2,2,9,0,0,37.45,124.9,23.6,17.8,7.92,0,0
2,2,3,10,0,0,29.11,115.82,29.16,24.1,7.24,0,0
2,2,4,11,0,0,37.45,124.9,27.45,22.9,7.18,0,0
2,2,2,12,0,0,29.11,115.82,20.07,16.6,7.22,0,0
2,2,3,3,2,0,37.45,124.9,29.16,24.1,7.24,0,2
2,2,4,12,0,0,32.4,133.11,27.45,22.9,7.18,0,0
2,2,2,7,0,0,32.4,133.11,20.07,16.6,7.22,0,0
2,2,2,7,0,0,32.4,133.11,23.6,17.8,7.92,0,0
2,2,4,10,0,0,30.28,151.11,25.0,19.1,7.83,0,0
2,2,2,17,0,0,32.4,133.11,23.6,17.8,7.92,0,0
1,1,4,3,0,1,24.94,131.03,22.79,18.9,7.2,1,0
1,1,3.0,12,0,1,24.94,131.03,27.86269230769231,21.53619230769231,7.669653846153847,1,0
1,1,2,10,1,1,24.94,131.03,26.31,19.7,7.99,1,1
1,1,2,11,0,1,24.94,131.03,23.96,17.5,8.17,1,0
2,1,2,3,1,1,26.88,124.37,26.31,19.7,7.99,1,1
1,0,3.0,5,1,1,24.94,131.03,27.86269230769231,21.53619230769231,7.669653846153847,1,1
1,0,2,11,0,1,24.94,131.03,26.31,19.7,7.99,1,0
1,0,2,2,1,1,24.94,131.03,26.22,23.3,6.72,1,1
0,1,3,6,1,1,19.04,124.74,21.38,16.6,7.7,1,1
1,0,2,1,0,1,24.94,131.03,26.22,23.3,6.72,1,0
2,1,3,1,1,1,36.84,131.28,21.38,16.6,7.7,1,1
1,2,2,5,1,1,24.94,131.03,26.22,23.3,6.72,1,1
0,2,3,5,0,1,22.01,122.56,21.38,16.6,7.7,1,0
0,2,2,4,0,1,22.01,122.56,26.22,23.3,6.72,1,0
2,0,3,12,0,1,36.84,131.28,21.38,16.6,7.7,1,0
2,0,2,6,0,1,36.84,131.28,26.31,19.7,7.99,1,0
0,2,3.0,13,0,1,22.01,122.56,27.86269230769231,21.53619230769231,7.669653846153847,1,0
2,0,4,10,0,1,36.84,131.28,22.79,18.9,7.2,1,0
0,0,3.0,17,1,1,22.01,122.56,27.86269230769231,21.53619230769231,7.669653846153847,1,1
0,0,4,8,0,1,22.09,118.08,22.79,18.9,7.2,1,0
2,1,4,5,0,0,30.24,118.52,28.0,20.1,8.35,0,0
2,1,4,5,0,0,30.24,118.52,34.93,27.0,7.76,0,0
1,2,4,14,0,0,29.82,139.61,28.0,20.1,8.35,0,0
1,2,4,8,0,0,29.82,139.61,34.93,27.0,7.76,0,0
2,1,2,15,0,0,30.24,118.52,22.18,17.4,7.64,0,0
1,2,2,7,0,0,29.82,139.61,24.34,21.3,6.84,0,0
1,2,2,16,0,0,29.82,139.61,31.42,24.2,7.78,0,0
1,0,2,3,1,0,29.82,139.61,24.34,21.3,6.84,0,1
1,0,4,7,0,0,29.82,139.61,34.93,27.0,7.76,0,0
1,2,2,5,1,0,29.82,139.61,24.34,21.3,6.84,0,1
1,2,4,8,0,0,29.82,139.61,34.93,27.0,7.76,0,0
2,1,2,5,0,0,27.51,113.87,24.34,21.3,6.84,0,0
2,1,2,9,0,0,27.51,113.87,22.18,17.4,7.64,0,0
0,1,2,8,1,0,19.04,124.74,24.53,17.7,8.29,0,1
0,1,2,11,0,0,19.04,124.74,31.42,24.2,7.78,0,0
1,0,2,5,0,0,29.82,139.61,24.53,17.7,8.29,0,0
1,0,2,16,0,0,29.82,139.61,31.42,24.2,7.78,0,0
0,2,2,11,1,0,19.04,124.74,24.53,17.7,8.29,0,1
2,0,2,7,0,0,36.84,131.28,22.18,17.4,7.64,0,0
0,2,2,10,0,0,19.04,124.74,24.53,17.7,8.29,0,0
2,2,3,4,0,1,37.45,124.9,20.7,19.6,6.31,1,0
2,2,3,11,0,1,37.45,124.9,28.0,20.4,8.21,1,0
2,2,3,9,1,1,37.45,124.9,20.7,19.6,6.31,1,1
2,2,3,13,0,1,37.45,124.9,28.0,20.4,8.21,1,0
2,2,2,7,0,1,33.59,139.25,23.6,17.8,7.92,1,0
2,2,2,12,0,1,33.59,139.25,20.07,16.6,7.22,1,0
2,2,3,3,0,1,33.59,139.25,20.7,19.6,6.31,1,0
2,2,3,9,0,1,33.59,139.25,27.0,18.6,8.7,1,0
2,2,2,10,0,1,33.59,139.25,27.1,20.5,7.9,1,0
2,2,3,11,0,1,33.59,139.25,27.0,18.6,8.7,1,0
2,2,2,11,0,1,33.59,139.25,20.07,16.6,7.22,1,0
2,2,4,6,0,1,37.45,124.9,25.72,20.1,7.64,1,0
2,2,2,5,1,1,37.45,124.9,23.6,17.8,7.92,1,1
2,2,4,13,0,1,37.45,124.9,25.72,20.1,7.64,1,0
2,2,3,10,0,1,38.44,136.18,27.0,18.6,8.7,1,0
2,2,2,14,0,1,37.45,124.9,20.07,16.6,7.22,1,0
2,2,2,3,1,1,24.72,127.18,23.6,17.8,7.92,1,1
2,2,2,12,0,1,38.44,136.18,20.07,16.6,7.22,1,0
2,2,2,5,1,1,38.44,136.18,23.6,17.8,7.92,1,1
2,3,2,11,0,1,24.72,127.18,27.1,20.5,7.9,1,0
0,1,4,4,0,0,20.04,111.96,29.88,24.8,7.22,0,0
1,0,2,9,0,0,29.82,139.61,21.08,18.5,6.82,0,0
0,1,4,6,0,0,20.04,111.96,29.88,24.8,7.22,0,0
0,0,4,6,1,0,20.04,111.96,22.19,17.1,7.76,0,1
0,0,4,2,1,0,19.3,109.34,25.75,22.1,6.98,0,1
0,0,4,8,0,0,19.3,109.34,22.19,17.1,7.76,0,0
0,0,4,3,0,0,19.3,109.34,25.75,22.1,6.98,0,0
0,0,4,4,0,0,19.3,109.34,27.45,22.9,7.18,0,0
0,2,4,12,0,0,17.8,114.54,25.75,22.1,6.98,0,0
2,0,2,5,0,0,31.54,133.12,21.08,18.5,6.82,0,0
2,0,4,3,1,0,30.24,118.52,28.78,22.4,7.68,0,1
2,0,2,6,0,0,30.24,118.52,21.08,18.5,6.82,0,0
2,0,4,5,0,0,30.24,118.52,28.78,22.4,7.68,0,0
0,3,4,1,2,0,17.8,114.54,22.19,17.1,7.76,0,2
3,3,2,1,2,0,2.0,80.0,21.08,18.5,6.82,0,2
3,3,4,1,1,0,2.0,80.0,29.88,24.8,7.22,0,1
0,2,2,0,1,1,21.7,110.7,22.43,16.8,7.98,1,1
2,0,2,6,0,1,28.96,120.58,27.1,20.5,7.9,1,0
0,2,2,2,0,1,21.7,110.7,22.43,16.8,7.98,1,0
2,0,2,6,0,1,28.96,120.58,27.1,20.5,7.9,1,0
0,2,4,4,0,1,21.7,110.7,26.61,22.1,7.22,1,0
0,2,2,3,0,1,21.7,110.7,27.1,20.5,7.9,1,0
0,2,4,5,1,1,21.7,110.7,26.61,22.1,7.22,1,1
2,2,2,4,0,1,29.95,116.91,27.1,20.5,7.9,1,0
2,2,2,2,0,1,29.95,116.91,22.43,16.8,7.98,1,0
2,2,4,4,0,1,28.96,120.58,26.61,22.1,7.22,1,0
2,2,3,8,0,1,28.96,120.58,27.0,18.6,8.7,1,0
2,2,4,4,0,1,29.95,116.91,26.61,22.1,7.22,1,0
2,2,3.0,7,0,1,29.95,116.91,27.86269230769231,21.53619230769231,7.669653846153847,1,0
2,2,2,19,0,1,28.96,120.58,22.43,16.8,7.98,1,0
2,1,2,9,0,1,26.89,147.83,25.49,20.0,7.61,0,0
2,1,2,10,0,1,26.89,147.83,24.34,21.3,6.84,0,0
1,2,1,9,0,1,35.21,142.4,0.0,0.0,5.0,0,0
2,2,4,8,1,1,27.04,122.82,22.19,17.1,7.76,0,1
2,2,1,13,0,1,26.89,147.83,0.0,0.0,5.0,0,0
2,2,4,2,0,1,27.04,122.82,22.19,17.1,7.76,0,0
2,2,3,14,0,1,26.89,147.83,22.71,18.1,7.51,0,0
2,2,2,10,0,1,26.89,147.83,22.03,20.6,6.38,0,0
2,2,2,4,0,1,26.89,147.83,25.49,20.0,7.61,0,0
2,2,2,4,0,1,26.89,147.83,22.03,20.6,6.38,0,0
2,2,2,11,0,1,26.89,147.83,24.34,21.3,6.84,0,0
2,2,2,3,2,1,35.36,147.91,22.03,20.6,6.38,0,2
0,2,2,10,1,1,21.66,104.55,24.34,21.3,6.84,0,1
2,0,4,12,0,1,27.01,132.55,34.47,28.4,7.26,0,0
0,2,2,12,0,1,21.66,104.55,25.49,20.0,7.61,0,0
2,0,2,5,0,1,27.01,132.55,22.03,20.6,6.38,0,0
0,0,1,6,1,1,21.66,104.55,0.0,0.0,5.0,0,1
0,0,2,8,0,1,21.66,104.55,24.34,21.3,6.84,0,0
0,0,1,14,0,1,22.09,118.08,0.0,0.0,5.0,0,0
3,0,4,11,1,1,13.86,97.43,22.19,17.1,7.76,0,1
2,2,2,3,0,0,36.26,136.91,22.25,17.9,7.42,1,0
2,2,4,17,0,0,36.26,136.91,26.93,19.7,8.19,1,0
2,2,2,2,0,0,28.75,112.74,22.25,17.9,7.42,1,0
2,2,4,9,0,0,28.75,112.74,27.72,21.7,7.64,1,0
2,2,4,18,0,0,36.26,136.91,27.45,22.9,7.18,1,0
2,2,4,6,0,0,28.75,112.74,27.72,21.7,7.64,1,0
2,2,4,6,1,0,28.75,112.74,26.93,19.7,8.19,1,1
2,2,4,21,0,0,36.26,136.91,29.56,24.4,7.25,1,0
2,2,4,4,0,0,36.26,136.91,26.93,19.7,8.19,1,0
2,2,4,13,0,0,36.26,136.91,27.45,22.9,7.18,1,0
2,2,4,17,0,0,36.26,136.91,27.72,21.7,7.64,1,0
2,2,2,9,0,0,36.26,136.91,21.79,18.2,7.15,1,0
2,2,2,7,0,0,36.26,136.91,22.25,17.9,7.42,1,0
2,2,2,3,1,0,26.25,138.02,21.79,18.2,7.15,1,1
2,2,4,9,0,0,26.25,138.02,26.93,19.7,8.19,1,0
0,2,4,3,1,0,28.45,124.44,29.56,24.4,7.25,1,1
0,2,2,10,0,0,28.45,124.44,21.79,18.2,7.15,1,0
2,2,2,3,1,0,25.43,121.55,22.25,17.9,7.42,1,1
2,2,4,14,0,0,25.43,121.55,27.72,21.7,7.64,1,0
2,2,4,6,0,0,33.59,139.25,29.56,24.4,7.25,1,0
0,2,2,1,1,1,23.52,105.77,27.1,20.5,7.9,0,1
2,0,2,13,0,1,31.54,133.12,25.03,20.5,7.31,0,0
2,2,2,1,1,1,30.88,112.45,27.1,20.5,7.9,0,1
2,2,2,12,0,1,31.54,133.12,25.03,20.5,7.31,0,0
2,2,2,13,0,1,31.54,133.12,27.1,20.5,7.9,0,0
2,2,4,15,0,1,31.54,133.12,24.25,21.0,6.92,0,0
2,2,3,5,1,1,40.75,133.33,27.0,18.6,8.7,0,1
0,2,4,4,1,1,28.12,115.41,24.25,21.0,6.92,0,1
2,0,3,8,0,1,40.75,133.33,27.0,18.6,8.7,0,0
0,0,4,1,1,1,12.26,115.65,24.25,21.0,6.92,0,1
0,0,2,1,0,1,12.26,115.65,25.03,20.5,7.31,0,0
3,0,4,0,1,1,19.5,90.69,26.61,22.1,7.22,0,1
3,0,4,10,0,1,19.5,90.69,28.78,22.4,7.68,0,0
3,0,4,2,0,1,19.5,90.69,26.61,22.1,7.22,0,0
3,0,3,5,0,1,8.68,86.42,27.0,18.6,8.7,0,0
3,0,4,13,0,1,8.68,86.42,26.61,22.1,7.22,0,0
3,0,2,4,0,1,8.68,86.42,25.03,20.5,7.31,0,0
3,0,4,8,0,1,8.68,86.42,26.61,22.1,7.22,0,0
0,3,3,9,0,1,12.26,115.65,27.0,18.6,8.7,0,0
3,0.0,2,4,0,1,8.68,86.42,27.1,20.5,7.9,0,0
2,2,2,9,1,0,27.64,142.57,32.16,25.8,7.46,1,1
2,2,4,9,0,0,27.64,142.57,27.35,21.8,7.49,1,0
2,2,2,7,0,0,27.64,142.57,32.16,25.8,7.46,1,0
1,2,4,6,1,0,29.82,139.61,27.35,21.8,7.49,1,1
1,2,3.0,7,0,0,29.82,139.61,27.86269230769231,21.53619230769231,7.669653846153847,1,0
2,1,4,5,0,0,29.86,123.08,27.35,21.8,7.49,1,0
2,1,3.0,7,0,0,29.86,123.08,27.86269230769231,21.53619230769231,7.669653846153847,1,0
2,1,4,9,0,0,29.86,123.08,24.36,21.8,6.69,1,0
2,1,4,7,0,0,29.86,123.08,30.54,24.0,7.6,1,0
1,2,4,4,0,0,29.82,139.61,24.36,21.8,6.69,1,0
2,1,3,6,0,0,29.86,123.08,26.0,21.7,7.16,1,0
2,1,4,4,0,0,29.86,123.08,24.36,21.8,6.69,1,0
2,1,3,8,0,0,29.86,123.08,26.0,21.7,7.16,1,0
1,2,2,26,0,0,29.82,139.61,32.16,25.8,7.46,1,0
1,2,4,4,0,0,29.82,139.61,24.36,21.8,6.69,1,0
2,1,3,9,1,0,29.86,123.08,26.0,21.7,7.16,1,1
0,1,4,4,0,0,21.7,102.99,27.35,21.8,7.49,1,0
1,0,3,4,0,0,29.82,139.61,26.0,21.7,7.16,1,0
1,2,3,4,0,1,36.44,143.74,36.96,24.4,9.06,0,0
1,2,4,1,0,1,36.44,143.74,22.79,18.9,7.2,0,0
1,2,3,10,0,1,36.44,143.74,36.96,24.4,9.06,0,0
2,1,2,6,0,1,31.8,122.95,26.22,23.3,6.72,0,0
2,1,2,7,1,1,31.8,122.95,18.96,16.4,6.92,0,1
1,1,2,12,0,1,36.44,143.74,26.31,19.7,7.99,0,0
1,1,2,6,0,1,38.79,139.98,26.22,23.3,6.72,0,0
1,1,2,11,0,1,38.79,139.98,26.31,19.7,7.99,0,0
1,1,4,8,0,1,38.79,139.98,22.79,18.9,7.2,0,0
1,1,2,2,0,1,35.21,142.4,26.31,19.7,7.99,0,0
1,1,2,3,0,1,35.21,142.4,23.96,17.5,8.17,0,0
1,1,2,7,0,1,36.44,143.74,26.31,19.7,7.99,0,0
1,1,2,3,0,1,35.21,142.4,26.22,23.3,6.72,0,0
1,1,2,8,0,1,35.21,142.4,18.96,16.4,6.92,0,0
1,1,2,11,0,1,36.44,143.74,26.22,23.3,6.72,0,0
1,1,4,9,0,1,36.44,143.74,22.79,18.9,7.2,0,0
1,1,2,6,0,1,36.44,143.74,18.96,16.4,6.92,0,0
1,1,4,6,0,1,35.21,142.4,22.79,18.9,7.2,0,0
1,2,2,14,1,1,35.21,142.4,18.96,16.4,6.92,0,1
1,2,2,17,0,1,35.21,142.4,23.96,17.5,8.17,0,0
2,0,2,2,0,0,29.11,115.82,21.91,19.6,6.67,1,0
2,2,4,1,1,0,29.11,115.82,23.48,19.8,7.09,1,1
2,2,2,6,0,0,29.11,115.82,21.91,19.6,6.67,1,0
2,2,4,7,0,0,26.46,125.96,23.48,19.8,7.09,1,0
2,2,2,16,0,0,29.11,115.82,25.9,20.5,7.55,1,0
2,2,4,6,0,0,26.46,125.96,23.48,19.8,7.09,1,0
2,2,2,10,0,0,29.11,115.82,21.79,18.2,7.15,1,0
2,2,4,3,0,0,26.46,125.96,24.58,20.0,7.34,1,0
2,2,2,11,0,0,29.11,115.82,21.79,18.2,7.15,1,0
2,2,4,13,0,0,29.11,115.82,24.58,20.0,7.34,1,0
2,2,4,5,0,0,29.11,115.82,30.26,21.8,8.31,1,0
2,2,2,13,0,0,26.46,125.96,25.9,20.5,7.55,1,0
2,2,2,12,0,0,29.11,115.82,21.91,19.6,6.67,1,0
2,2,2,12,0,0,29.11,115.82,21.79,18.2,7.15,1,0
2,2,4,8,0,0,26.46,125.96,30.26,21.8,8.31,1,0
2,2,4,7,1,0,32.4,133.11,23.48,19.8,7.09,1,1
2,2,4,7,1,0,30.28,151.11,30.26,21.8,8.31,1,1
2,2,2,9,0,0,32.4,133.11,21.91,19.6,6.67,1,0
2,2,4,9,0,0,32.4,133.11,24.58,20.0,7.34,1,0
2,2,4,2,1,1,24.27,130.21,26.93,19.7,8.19,0,1
2,2,2,3,0,1,26.89,147.83,25.68,20.3,7.55,0,0
2,2,4,12,0,1,24.27,130.21,26.93,19.7,8.19,0,0
2,2,2,5,1,1,25.16,155.55,25.68,20.3,7.55,0,1
2,2,2,14,1,1,25.16,155.55,25.44,18.6,8.19,0,1
2,2,2,11,0,1,28.27,129.21,25.68,20.3,7.55,0,0
2,2,2,2,0,1,28.27,129.21,19.83,20.0,5.95,0,0
2,2,2,4,0,1,28.27,129.21,25.44,18.6,8.19,0,0
2,2,2,6,0,1,25.16,155.55,19.83,20.0,5.95,0,0
2,2,2,11,0,1,25.16,155.55,25.44,18.6,8.19,0,0
2,2,2,6,0,1,25.16,155.55,24.67,19.6,7.52,0,0
0,2,4,7,1,1,19.84,145.41,26.93,19.7,8.19,0,1
2,0,2,4,0,1,28.27,129.21,24.67,19.6,7.52,0,0
0,2,2,8,1,1,19.84,145.41,25.44,18.6,8.19,0,1
2,3,2,5,0,1,28.27,129.21,24.67,19.6,7.52,0,0
2,3,2,3,0,1,28.27,129.21,19.83,20.0,5.95,0,0
2,3,2,14,0,1,28.27,129.21,24.67,19.6,7.52,0,0
2,0,4,11,1,1,28.27,129.21,26.93,19.7,8.19,0,1
0,2,2,6,1,1,20.27,131.71,19.83,20.0,5.95,0,1
0,0.0,2,8,1,1,12.8,105.26,25.68,20.3,7.55,0,1
2,2,4,8,0,0,28.77,134.56,23.57,18.7,7.55,1,0
2,2,3.0,7,0,0,28.77,134.56,27.86269230769231,21.53619230769231,7.669653846153847,1,0
2,2,4,5,1,0,28.96,120.58,23.57,18.7,7.55,1,1
2,2,3.0,5,0,0,28.96,120.58,27.86269230769231,21.53619230769231,7.669653846153847,1,0
0,2,4,12,1,0,26.6,134.9,23.57,18.7,7.55,1,1
0,2,4,15,0,0,26.6,134.9,25.78,20.2,7.63,1,0
2,2,2,7,1,0,27.64,142.57,25.88,18.2,8.51,1,1
2,2,4,0,2,0,24.44,167.35,23.57,18.7,7.55,1,2
2,2,4,3,0,0,24.44,167.35,27.56,23.1,7.13,1,0
2,2,2,5,0,0,24.44,167.35,25.88,18.2,8.51,1,0
2,2,4,9,0,0,24.44,167.35,25.78,20.2,7.63,1,0
2,2,2,6,0,0,24.44,167.35,25.88,18.2,8.51,1,0
2,2,4,19,0,0,24.44,167.35,27.56,23.1,7.13,1,0
2,2,4,10,0,0,24.44,167.35,25.78,20.2,7.63,1,0
2,2,3.0,12,0,0,27.64,142.57,27.86269230769231,21.53619230769231,7.669653846153847,1,0
2,2,2,14,0,0,27.64,142.57,25.88,18.2,8.51,1,0
2,2,3.0,13,0,0,24.44,167.35,27.86269230769231,21.53619230769231,7.669653846153847,1,0
0,2,4,7,1,0,14.38,121.92,25.78,20.2,7.63,1,1
2,2,2,4,0,0,25.99,125.03,25.9,20.5,7.55,0,0
2,2,3.0,13,0,0,39.22,128.62,27.86269230769231,21.53619230769231,7.669653846153847,0,0
2,2,2,4,0,0,25.99,125.03,25.68,20.3,7.55,0,0
3,2,4,2,1,0,17.95,101.61,29.95,21.3,8.4,0,1
2,3,2,12,0,0,25.99,125.03,25.68,20.3,7.55,0,0
3,2,4,9,1,0,17.95,101.61,29.95,21.3,8.4,0,1
3,2,4,7,0,0,17.95,101.61,22.97,18.8,7.3,0,0
2,2,4,2,1,0,36.15,139.01,26.93,19.7,8.19,0,1
2,2,2,6,0,0,30.03,133.2,25.9,20.5,7.55,0,0
2,2,4,2,0,0,25.56,135.32,26.93,19.7,8.19,0,0
2,2,4,8,0,0,30.03,133.2,22.97,18.8,7.3,0,0
2,3,4,8,1,0,30.03,133.2,26.93,19.7,8.19,0,1
0,2,4,9,1,0,14.38,121.92,22.97,18.8,7.3,0,1
0,2,2,7,0,0,14.38,121.92,25.9,20.5,7.55,0,0
0,2,4,3,0,0,14.38,121.92,29.95,21.3,8.4,0,0
2,0,2,7,0,0,30.03,133.2,25.9,20.5,7.55,0,0
2,0,2,11,0,0,30.03,133.2,25.68,20.3,7.55,0,0
0,2,4,8,1,0,12.26,115.65,26.93,19.7,8.19,0,1
2,3,2,5,0,0,30.03,133.2,25.68,20.3,7.55,0,0
3,2,4,5,0,0,4.4,51.16,29.95,21.3,8.4,0,0
2,1,2,11,0,1,26.89,147.83,32.16,25.8,7.46,1,0
2,1,2,9,0,1,26.89,147.83,23.81,18.7,7.63,1,0
2,0.0,2,7,1,1,26.89,147.83,32.16,25.8,7.46,1,1
2,0.0,4,4,1,1,29.29,132.02,22.37,17.6,7.6,1,1
0.0,2,2,4,0,1,18.161195652173927,124.90467391304348,23.81,18.7,7.63,1,0
2,2,4,1,2,1,20.81,117.6,22.37,17.6,7.6,1,2
2,2,2,2,0,1,20.81,117.6,32.16,25.8,7.46,1,0
2,2,4,2,0,1,20.81,117.6,22.37,17.6,7.6,1,0
2,2,2,11,0,1,20.81,117.6,24.67,19.6,7.52,1,0
2,2,3.0,2,0,1,20.81,117.6,27.86269230769231,21.53619230769231,7.669653846153847,1,0
2,2,2,15,0,1,20.81,117.6,24.67,19.6,7.52,1,0
2,2,3.0,12,0,1,20.81,117.6,27.86269230769231,21.53619230769231,7.669653846153847,1,0
2,2,2,6,0,1,29.29,132.02,23.81,18.7,7.63,1,0
2,2,2,7,1,1,20.81,117.6,24.67,19.6,7.52,1,1
2,0,3.0,8,0,1,29.29,132.02,27.86269230769231,21.53619230769231,7.669653846153847,1,0
2,0,2,0,0,1,29.29,132.02,24.67,19.6,7.52,1,0
2,0,2,8,0,1,29.29,132.02,32.16,25.8,7.46,1,0
0,2,4,15,0,1,22.8,124.65,22.37,17.6,7.6,1,0
2,0,2,14,0,1,29.29,132.02,23.81,18.7,7.63,1,0
2,2,3,2,1,0,22.87,122.43,23.0,18.7,7.34,0,1
2,0,2,1,0,0,31.8,122.95,23.6,17.8,7.92,0,0
2,2,3,3,1,0,31.73,127.09,23.0,18.7,7.34,0,1
2,2,2,6,0,0,31.8,122.95,23.6,17.8,7.92,0,0
2,2,3,9,0,0,31.73,127.09,23.0,18.7,7.34,0,0
2,2,2,6,0,0,31.73,127.09,27.1,20.5,7.9,0,0
2,2,3,4,0,0,31.8,122.95,27.0,18.6,8.7,0,0
2,2,2,7,0,0,31.8,122.95,27.1,20.5,7.9,0,0
2,2,3,4,0,0,31.73,127.09,27.0,18.6,8.7,0,0
2,2,2,6,0,0,31.73,127.09,20.07,16.6,7.22,0,0
2,2,3,5,1,0,31.73,127.09,27.0,18.6,8.7,0,1
2,0,4,2,0,0,31.8,122.95,25.72,20.1,7.64,0,0
2,0,3,5,0,0,31.8,122.95,27.0,18.6,8.7,0,0
2,0,2,4,0,0,31.8,122.95,20.07,16.6,7.22,0,0
2,0,2,10,0,0,31.8,122.95,27.1,20.5,7.9,0,0
0,0,2,10,1,0,19.84,145.41,23.6,17.8,7.92,0,1
0,0,2,15,0,0,19.84,145.41,20.07,16.6,7.22,0,0
0,1,2,8,1,0,19.84,145.41,27.1,20.5,7.9,0,1
1,0,2,9,0,0,19.46,113.56,20.07,16.6,7.22,0,0
0,0,2,10,0,0,8.33,110.88,23.6,17.8,7.92,0,0
2,2,2,8,0,1,27.51,113.87,21.91,19.6,6.67,1,0
2,2,4,5,1,1,27.51,113.87,36.23,27.6,7.85,1,1
2,1,2,2,0,1,30.24,118.52,21.91,19.6,6.67,1,0
1,2,4,10,0,1,29.82,139.61,36.23,27.6,7.85,1,0
1,2,2,3,0,1,29.82,139.61,25.88,18.2,8.51,1,0
1,2,4,16,0,1,29.82,139.61,36.23,27.6,7.85,1,0
0,2,4,6,1,1,18.91,116.96,24.58,20.0,7.34,1,1
2,0,2,5,1,1,30.24,118.52,28.45,21.5,7.92,1,1
2,0,2,0,1,1,26.88,124.37,21.79,18.2,7.15,1,1
0,2,2,2,1,1,19.04,124.74,28.45,21.5,7.92,1,1
2,2,2,5,0,1,26.88,124.37,21.79,18.2,7.15,1,0
2,2,2,8,0,1,36.84,131.28,28.45,21.5,7.92,1,0
2,2,2,3,0,1,26.88,124.37,21.79,18.2,7.15,1,0
2,2,4,18,0,1,36.84,131.28,24.58,20.0,7.34,1,0
2,2,2,8,0,1,26.88,124.37,21.79,18.2,7.15,1,0
0,2,2,3,1,1,22.01,122.56,21.91,19.6,6.67,1,1
2,0,2,6,0,1,36.84,131.28,25.88,18.2,8.51,1,0
0,2,2,6,0,1,22.01,122.56,21.91,19.6,6.67,1,0
2,0,2,5,0,1,36.84,131.28,25.88,18.2,8.51,1,0
2,0,2,12,0,1,36.84,131.28,28.45,21.5,7.92,1,0
2,2,4,6,0,0,24.01,137.91,21.54,17.4,7.4,0,0
2,2,4,10,0,0,20.81,117.6,28.18,20.8,8.12,0,0
0,1,4,1,2,0,20.11,105.12,24.91,19.8,7.51,0,2
1,0,3.0,12,0,0,29.82,139.61,27.86269230769231,21.53619230769231,7.669653846153847,0,0
1,0,4,3,0,0,29.82,139.61,24.91,19.8,7.51,0,0
1,0,3,11,0,0,29.82,139.61,31.86,23.7,8.03,0,0
0,1,4,5,0,0,20.11,105.12,28.18,20.8,8.12,0,0
1,0,2,12,0,0,29.82,139.61,26.31,19.7,7.99,0,0
1,0,4,10,0,0,29.82,139.61,21.54,17.4,7.4,0,0
0,1,3,7,0,0,20.11,105.12,31.86,23.7,8.03,0,0
0,1,2,10,1,0,20.11,105.12,26.31,19.7,7.99,0,1
2,1,3.0,7,0,0,27.64,142.57,27.86269230769231,21.53619230769231,7.669653846153847,0,0
0,1,4,6,1,0,18.15,103.96,21.54,17.4,7.4,0,1
1,0,2,14,0,0,29.82,139.61,26.31,19.7,7.99,0,0
0,1,4,6,0,0,18.15,103.96,24.91,19.8,7.51,0,0
3,1,3.0,1,2,0,9.54,92.1,27.86269230769231,21.53619230769231,7.669653846153847,0,2
3,0,4,6,1,0,9.54,92.1,24.91,19.8,7.51,0,1
0,0,3.0,4,0,0,17.0,154.54,27.86269230769231,21.53619230769231,7.669653846153847,0,0
3,0,4,9,1,0,2.0,80.0,21.54,17.4,7.4,0,1
3,0,4,7,1,0,2.0,80.0,28.18,20.8,8.12,0,1
1,0,4,2,0,1,27.03,140.28,28.78,22.4,7.68,1,0
1,0,2,16,0,1,27.03,140.28,27.1,20.5,7.9,1,0
2,1,0,7,1,1,32.4,133.11,22.4,13.2,10.18,1,1
2,1,4,1,0,1,32.4,133.11,28.78,22.4,7.68,1,0
1,2,0,17,1,1,32.43,147.35,22.4,13.2,10.18,1,1
1,2,2,4,0,1,32.43,147.35,25.68,20.3,7.55,1,0
1,2,0,4,0,1,32.43,147.35,22.4,13.2,10.18,1,0
2,1,2,6,0,1,32.4,133.11,25.68,20.3,7.55,1,0
2,1,0,12,0,1,32.4,133.11,22.4,13.2,10.18,1,0
2,1,2,9,0,1,32.4,133.11,25.68,20.3,7.55,1,0
2,0,3,6,1,1,32.4,133.11,27.0,18.6,8.7,1,1
2,0,4,9,0,1,32.4,133.11,26.61,22.1,7.22,1,0
2,0,3,7,0,1,32.4,133.11,27.0,18.6,8.7,1,0
2,2,4,4,1,1,26.63,127.61,26.61,22.1,7.22,1,1
2,2,2,5,0,1,26.63,127.61,27.1,20.5,7.9,1,0
0,2,4,4,1,1,23.56,107.71,26.61,22.1,7.22,1,1
2,0,2,15,0,1,32.4,133.11,27.1,20.5,7.9,1,0
3,2,4,4,2,1,4.32,72.97,26.61,22.1,7.22,1,2
2,3,2,13,0,1,32.4,133.11,25.68,20.3,7.55,1,0
2,0,3,2,2,1,32.4,133.11,27.0,18.6,8.7,1,2
2,1,3.0,2,0,1,40.75,133.33,27.86269230769231,21.53619230769231,7.669653846153847,0,0
